frame_index,id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
127,"9000.28,4133.25","9312.61,2283.27","7516.78,3197.63","5543.5,3464.07","6697.14,2125.38","10295.85,3704.57","8251.41,5555.81","6067.64,5296.39","6627.41,131.17","4855.29,1605.94","4811.99,3834.37","1216.02,3977.24","5119.69,2041.67","5168.25,3991.22","5675.37,5641.08","4928.0,912.92","6631.54,2285.6","5431.61,3211.57","6675.16,3801.48","9627.13,2976.67","7929.37,5356.27","7760.54,3329.12","10347.72,3440.57"
128,"9032.65,4139.18","9315.63,2301.25","7566.46,3132.19","5590.35,3490.4","6710.85,2167.12","10265.94,3648.94","8282.95,5573.12","6083.22,5320.93","6659.44,141.04","4871.4,1610.39","4834.41,3838.77","1222.64,3980.24","5191.53,2042.29","5231.51,3992.1","5688.19,5632.85","4990.75,845.83","6641.89,2307.2","5475.13,3238.33","6708.66,3794.38","9599.1,2939.32","7951.27,5342.7","7825.99,3314.03","10398.5,3421.78"
129,"9080.57,4141.19","9343.77,2284.2","7625.71,3142.05","5660.46,3539.17","6725.25,2173.48","10236.04,3593.31","8320.57,5591.1","6091.66,5353.63","6692.77,140.48","4887.51,1614.84","4871.42,3809.07","1229.26,3983.24","5272.92,2037.27","5290.86,3944.52","5719.04,5624.33","5079.28,929.34","6665.12,2389.0","5521.88,3286.54","6775.94,3806.88","9571.07,2901.97","7983.62,5314.68","7881.8,3299.09","10449.29,3403.0"
130,"9137.2,4169.52","9407.83,2371.75","7684.95,3151.91","5712.88,3593.14","6739.65,2179.83","10270.85,3595.48","8374.66,5578.6","6110.93,5347.08","6748.27,284.26","4903.63,1619.29","4912.69,3851.82","1235.89,3986.24","5328.52,2134.4","5344.84,3972.51","5756.94,5583.29","5130.85,1024.58","6688.36,2470.81","5571.27,3363.1","6831.52,3837.73","9543.04,2864.62","8048.35,5281.08","7962.6,3379.47","10524.92,3266.73"
131,"9173.74,4195.93","9419.09,2367.84","7744.2,3161.77","5768.28,3624.78","6754.04,2186.18","10287.99,3484.68","8420.08,5581.14","6136.63,5370.55","6786.12,254.8","4919.74,1623.74","4945.47,3868.03","1242.51,3989.23","5393.77,2123.99","5402.05,3958.85","5794.2,5586.21","5198.11,1028.76","6712.6,2455.6","5613.53,3394.62","6884.83,3867.8","9515.01,2827.27","8068.47,5271.51","8007.68,3411.4","10600.56,3130.46"
132,"9198.28,4192.86","9429.7,2380.24","7774.62,3134.96","5799.6,3658.93","6768.44,2192.54","10305.14,3373.87","8434.83,5602.45","6142.22,5388.16","6798.34,262.43","4935.85,1628.18","4956.17,3850.89","1249.13,3992.23","5410.72,2114.05","5432.61,3933.23","5796.77,5560.69","5241.89,1048.84","6715.55,2460.95","5644.47,3417.8","6912.08,3877.05","9486.98,2789.92","8100.49,5246.23","8049.79,3428.8","10327.87,2701.2"
133,"9197.04,4198.22","9427.37,2364.39","7800.3,3154.64","5853.47,3656.49","6782.84,2198.9","10318.57,3428.52","8456.92,5608.54","6148.82,5418.07","6830.22,307.59","4951.96,1632.63","4982.79,3852.7","1255.75,3995.23","5421.34,2056.66","5469.97,3914.99","5809.39,5573.55","5356.02,1064.78","6718.92,2436.76","5675.41,3440.99","6945.27,3884.05","9465.0,2712.73","8115.03,5237.83","8105.44,3362.34","10055.18,2271.94"
134,"9195.8,4203.59","9425.05,2348.55","7791.23,3060.33","5878.12,3664.38","6797.24,2205.25","10232.76,3321.5","8467.83,5620.83","6132.15,5465.69","6862.09,352.75","4968.08,1637.08","5002.19,3833.75","1262.38,3998.23","5409.93,1980.96","5499.64,3868.5","5813.74,5604.12","5470.14,1080.72","6702.72,2352.98","5699.35,3432.72","6934.36,3885.95","9353.49,2595.16","8084.52,5263.61","8091.25,3363.31","9782.5,1842.68"
135,"9194.56,4208.95","9422.72,2332.7","7811.86,3025.37","5917.41,3681.18","6800.11,2232.83","10083.03,3473.21","8478.75,5633.12","6121.14,5503.22","6893.96,397.91","4984.19,1641.53","5026.11,3829.63","1269.0,4001.23","5395.97,1918.63","5532.57,3861.16","5819.02,5588.87","5584.26,1096.67","6701.9,2360.26","5727.9,3441.8","6951.0,3900.79","9297.59,2485.18","8108.26,5244.62","8120.91,3329.34","9509.81,1413.42"
136,"9193.32,4214.32","9420.4,2316.86","7832.48,2990.41","5999.77,3750.23","6772.37,2323.78","10038.27,3480.01","8489.66,5645.4","6172.33,5530.25","6925.84,443.07","5000.3,1645.98","5088.67,3888.97","1275.62,4004.23","5401.34,2000.12","5605.9,3850.91","5881.55,5591.1","5698.39,1112.61","6742.96,2419.82","5791.58,3521.6","7005.76,3923.97","9236.77,2549.42","8131.99,5225.64","8151.38,3296.33","9221.64,1331.83"
137,"9192.08,4219.68","9418.07,2301.01","7853.11,2955.45","6033.35,3739.73","6744.63,2414.74","10044.06,3519.28","8500.58,5657.69","6170.11,5546.25","6957.72,488.22","5016.41,1650.43","5105.32,3890.65","1282.25,4007.23","5385.16,2004.98","5619.74,3818.38","5888.83,5589.02","5812.52,1128.55","6744.63,2414.74","5813.01,3524.61","7028.79,3939.15","9211.16,2477.4","8155.72,5206.65","8153.04,3275.64","8939.13,1271.23"
138,"9190.84,4225.04","9415.75,2285.17","7873.74,2920.49","6055.56,3756.51","6883.04,2357.32","10038.11,3504.89","8511.49,5669.98","6144.18,5578.28","6989.59,533.38","5032.53,1654.87","5146.42,3882.31","1288.87,4010.23","5398.79,1968.01","5637.19,3799.63","5877.83,5577.23","5926.64,1144.49","6748.89,2442.72","5841.47,3521.26","7033.9,3945.21","9137.5,2478.62","8179.46,5187.66","8150.22,3186.05","8658.38,1258.53"
139,"9189.6,4230.41","9413.42,2269.32","7844.76,2863.03","6087.89,3737.38","6897.36,2343.02","10032.16,3490.5","8406.31,5676.72","6105.39,5622.98","7021.46,578.54","5048.64,1659.32","5189.21,3859.94","1295.49,4013.23","5436.67,1946.93","5659.93,3724.09","5848.0,5548.26","6040.76,1160.43","6758.0,2380.17","5864.43,3535.04","7010.9,3945.95","9033.8,2417.53","8089.86,5196.98","8069.36,3209.87","8374.58,1344.17"
140,"9188.36,4235.77","9411.1,2253.48","7840.87,2778.05","6101.51,3740.83","6922.67,2297.18","10026.21,3476.11","8407.69,5655.21","6103.58,5610.63","7053.34,623.7","5064.75,1663.77","5230.89,3846.84","1302.11,4016.22","5440.11,1924.22","5659.49,3695.62","5846.8,5519.93","6154.89,1176.38","6759.54,2348.5","5877.53,3542.64","7011.54,3899.1","8968.89,2357.12","8102.37,5162.8","8058.22,3095.28","8090.78,1429.81"
141,"9193.75,4213.49","9408.77,2237.63","7830.05,2711.08","6120.37,3686.43","6969.94,2237.15","10020.25,3461.71","8392.14,5625.03","6067.7,5598.86","7085.22,668.86","5080.86,1668.22","5244.34,3793.36","1308.74,4019.22","5449.28,1830.45","5649.53,3575.38","5831.04,5501.55","6269.02,1192.32","6777.67,2301.84","5886.78,3522.1","7018.42,3883.27","8907.1,2321.97","8110.58,5108.56","8026.23,3028.51","7802.81,1622.42"
142,"9164.51,4140.61","9357.0,2208.44","7818.72,2612.47","6153.5,3704.97","6996.86,2228.18","10014.3,3447.32","8387.33,5540.07","6085.86,5632.62","7117.09,714.02","5096.98,1672.67","5300.07,3827.79","1315.36,4022.22","5453.33,1833.12","5497.22,3679.06","5855.8,5470.43","6383.14,1208.26","6791.62,2277.49","5907.2,3546.26","7044.13,3861.22","8850.4,2211.58","8106.46,5055.49","7994.24,2961.74","7560.13,1885.49"
143,"9011.87,3977.08","9288.53,2209.99","7837.83,2457.39","6179.22,3671.05","7051.85,2215.44","10008.35,3432.93","8251.56,5221.84","6068.12,5528.34","7179.79,919.65","5113.09,1677.12","5344.92,3782.74","1321.98,4025.22","5444.8,1907.62","5344.92,3782.74","5880.99,5270.56","6497.26,1224.2","6840.48,2250.94","5920.17,3512.94","7052.56,3786.68","8790.19,2187.24","8012.11,4815.58","7934.5,2929.67","7504.12,1575.8"
144,"9004.67,3982.09","9278.61,2212.05","7790.07,2411.17","6187.2,3620.77","7084.6,2172.0","10002.4,3418.54","8249.83,5215.67","6050.37,5424.07","7186.48,1042.06","5129.2,1681.56","5383.1,3755.74","1328.61,4028.22","5464.83,1819.26","5670.17,3475.8","5866.01,5236.59","6611.39,1240.14","6873.43,2190.94","5933.15,3479.63","7060.65,3761.36","8775.66,2107.31","8015.45,4805.63","7904.43,2851.54","7412.05,1327.23"
145,"9102.92,4129.54","9232.96,2163.48","7742.31,2364.95","6154.74,3616.08","7055.68,2066.37","9996.45,3404.15","8357.96,5541.82","5976.8,5689.17","7111.96,1073.88","5145.31,1686.01","5391.81,3723.12","1335.23,4031.22","5501.57,1730.37","5632.66,3430.43","5801.46,5406.96","6725.52,1256.08","6855.82,2037.53","5902.38,3466.13","7022.63,3812.74","8699.98,2047.07","8064.0,5056.0","7842.29,2830.8","7206.01,1116.5"
146,"9098.73,4099.94","9229.6,2118.62","7694.54,2318.72","6162.44,3609.7","7074.25,1985.67","9990.5,3389.76","8358.02,5528.97","5941.81,5662.04","7140.16,1123.01","5161.43,1690.46","5413.43,3673.79","1341.85,4034.22","5511.1,1708.11","5618.96,3347.94","5789.97,5385.74","6839.64,1272.03","6892.16,1988.54","5905.11,3407.34","7016.35,3776.42","8705.37,1902.73","8055.97,5054.02","7813.74,2763.86","7203.12,775.01"
147,"9033.89,4099.37","9160.4,2111.42","7646.78,2272.5","6184.5,3563.07","7089.3,1975.21","9984.55,3375.37","8336.19,5517.57","5917.86,5661.34","7159.45,1148.54","5177.54,1694.91","5466.91,3656.7","1348.47,4037.22","5557.86,1649.69","5612.92,3309.37","5782.44,5352.21","6953.76,1287.97","6938.09,1964.11","5917.11,3412.88","7008.07,3758.08","8639.82,1881.03","8045.38,5044.23","7759.39,2685.08","7200.24,433.52"
148,"9037.82,4081.05","9145.03,2085.37","7599.02,2226.28","6199.6,3557.86","7105.19,1952.49","9978.59,3360.97","8347.81,5495.46","5911.49,5647.42","7167.68,1344.53","5193.65,1699.36","5497.87,3622.18","1355.1,4040.22","5591.63,1646.72","5616.08,3263.7","5777.2,5313.41","7067.89,1303.91","6928.61,1999.54","5921.62,3366.93","7008.22,3769.79","8643.26,1760.42","8063.63,5018.91","7721.67,2651.8","8095.91,1546.23"
149,"9025.9,4068.66","9095.73,2086.98","7570.61,2213.12","6206.65,3556.94","7105.25,1950.14","9972.64,3346.58","8363.19,5460.9","5891.34,5656.6","7171.01,1515.42","5209.76,1703.81","5535.58,3601.02","1361.72,4043.21","5622.5,1643.55","5615.42,3220.5","5760.22,5304.42","7090.28,1395.72","6925.93,1936.42","5920.39,3324.63","7009.68,3760.71","8589.55,1779.81","8065.69,5007.86","7677.59,2561.52","8991.58,2658.93"
150,"9002.06,4087.31","9085.0,2046.94","7542.2,2199.97","6213.74,3485.79","7174.34,1686.31","9966.69,3332.19","8360.17,5489.72","5877.38,5660.06","7174.34,1686.31","5225.88,1708.25","5558.2,3567.28","1368.34,4046.21","5651.27,1595.45","5602.23,3180.52","5742.34,5272.94","7108.7,1624.72","6941.11,1913.36","5924.1,3289.4","7016.77,3717.16","8592.53,1634.68","8054.61,5027.2","7622.86,2593.83","9887.25,3771.64"
151,"8877.43,3928.98","9037.69,2024.06","7542.51,2217.51","6246.99,3434.84","7229.51,1691.27","9960.74,3317.8","8247.18,5153.8","5905.32,5428.73","7229.51,1691.27","5241.99,1712.7","5598.15,3549.32","1374.97,4049.21","5689.05,1641.62","5600.97,3160.37","5767.77,5084.28","7127.12,1853.71","6988.23,1888.62","5949.99,3267.17","7021.43,3660.54","8584.71,1661.08","7977.24,4782.66","7627.98,2517.46","9730.12,3647.8"
152,"8856.93,3919.27","8990.38,2001.18","7525.29,2163.24","6256.55,3431.12","7266.59,1707.39","9811.38,3545.95","8223.64,5142.79","5889.49,5424.42","7266.59,1707.39","5258.1,1717.15","5622.98,3513.38","1381.59,4052.21","5718.17,1624.14","5594.65,3016.54","5761.09,5070.15","7171.26,1601.74","6997.59,1793.36","5955.45,3260.96","7010.22,3652.41","8574.87,1556.79","7964.8,4784.14","7607.15,2465.39","8471.92,2240.27"
153,"8822.93,3892.77","8943.07,1978.29","7508.07,2108.98","6268.17,3399.17","7290.69,1725.05","9843.9,3544.14","8236.22,5105.25","5888.86,5423.49","7290.69,1725.05","5274.22,1721.6","5641.83,3482.95","1388.21,4055.21","5733.66,1629.11","5587.9,3059.27","5749.87,5021.94","7215.4,1349.77","6976.16,1745.26","5962.58,3200.89","7008.3,3625.46","8517.38,1537.9","7967.83,4769.54","7566.99,2422.46","7213.71,832.73"
154,"8791.56,3876.26","8895.76,1955.41","7501.5,2102.01","6278.7,3363.44","7123.34,1664.41","9876.43,3542.34","8229.28,5053.37","5897.9,5392.83","7334.09,1698.18","5290.33,1726.05","5672.22,3444.5","1394.83,4058.21","5753.1,1648.49","5592.41,3033.87","5748.44,4974.4","7224.58,1373.6","6975.95,1726.2","5980.54,3186.24","7010.32,3589.72","8494.95,1436.15","7957.19,4744.62","7570.16,2359.85","7718.65,1858.56"
155,"8797.13,3833.47","8869.35,1907.54","7514.38,2041.33","6297.92,3304.59","7128.37,1632.4","9908.95,3540.53","8238.66,5003.17","5903.41,5370.2","7383.7,1641.48","5306.44,1730.5","5692.75,3418.07","1401.46,4061.21","5768.34,1622.42","5598.91,2991.34","5741.63,4946.68","7244.72,1331.07","6975.74,1707.15","6002.97,3145.94","7025.65,3567.71","8468.17,1414.54","7965.73,4729.66","7595.53,2312.65","8223.59,2884.39"
156,"8767.63,3816.72","8842.94,1859.67","7517.68,2031.79","6312.27,3256.01","7142.28,1549.82","9941.47,3538.73","8226.26,4989.11","5895.5,5349.69","7426.47,1533.65","5322.55,1734.95","5703.35,3346.89","1408.08,4064.21","5772.95,1600.3","5590.84,2944.79","5723.18,4908.6","7233.4,1341.75","6970.18,1709.6","6018.42,3085.54","7030.03,3558.13","8475.29,1291.91","7962.24,4727.79","7602.91,2246.58","8728.53,3910.22"
157,"8753.33,3812.07","8756.58,1810.63","7501.45,1983.85","6324.97,3247.27","7151.12,1400.54","9973.99,3536.92","8247.45,5009.82","5929.09,5403.22","7402.98,1483.55","5338.67,1739.39","5726.75,3340.48","1414.7,4067.21","5768.71,1561.58","5600.89,2914.19","5736.91,4924.79","7231.76,1198.28","6947.62,1589.45","6030.81,3085.19","7039.8,3526.4","8416.91,1214.12","7973.52,4772.91","7610.29,2180.52","8288.3,2858.92"
158,"8761.57,3779.93","8760.71,1674.14","7530.62,1925.29","6341.31,3235.98","7159.97,1251.27","10006.52,3535.12","8262.95,4981.33","5931.17,5406.18","7424.38,1309.31","5354.78,1743.84","5733.35,3317.72","1421.33,4070.21","5757.6,1579.66","5597.68,2899.7","5735.64,4919.8","7241.53,1211.12","6930.71,1581.04","6044.48,3063.53","7050.71,3524.64","8424.98,1112.36","7979.1,4787.55","7656.38,2099.47","7848.06,1807.63"
159,"8746.31,3773.37","8714.72,1661.04","7550.67,1888.51","6367.59,3204.37","7189.58,1201.22","10039.04,3533.31","8251.17,4973.95","5938.34,5404.64","7476.24,1248.51","5370.89,1748.29","5759.46,3271.2","1427.95,4073.2","5778.67,1540.53","5611.46,2830.81","5734.25,4893.02","7263.93,1173.48","6940.21,1539.36","6069.14,3010.23","7074.56,3507.28","8436.52,973.12","7981.47,4796.83","7710.48,2041.03","7407.83,756.33"
160,"8731.39,3756.52","8697.12,1561.84","7570.72,1851.73","6376.25,3194.44","7198.44,1146.26","10071.56,3531.5","8266.38,4945.77","5950.19,5387.04","7512.16,1213.02","5387.0,1752.74","5762.33,3258.79","1434.57,4076.2","5770.04,1524.53","5603.34,2818.61","5730.26,4869.31","7286.33,1135.85","6945.24,1513.66","6078.42,2990.76","7089.8,3481.64","8424.26,934.78","7984.19,4811.33","7764.55,2021.15","7528.37,783.43"
161,"8691.86,3758.69","8689.49,1494.22","7607.71,1788.4","6400.59,3175.03","7220.92,1134.98","10104.08,3529.7","8252.77,4922.65","5964.44,5365.44","7535.78,1139.87","5403.12,1757.19","5772.49,3242.68","1441.19,4079.2","5787.9,1518.11","5610.58,2813.33","5730.33,4848.28","7308.72,1098.21","6949.66,1498.35","6085.98,2958.42","7092.97,3480.38","8417.66,909.93","7971.9,4804.02","7828.28,1937.02","7636.92,792.23"
162,"8702.55,3735.12","8691.09,1374.89","7658.22,1802.25","6434.84,3169.67","7261.65,1136.89","10136.61,3527.89","8268.28,4894.19","5986.63,5366.95","7597.56,1066.33","5419.23,1761.64","5787.55,3169.62","1447.82,4082.2","5806.11,1490.99","5620.8,2752.65","5732.72,4830.74","7331.12,1060.57","6969.58,1478.35","6110.57,2941.44","7114.75,3467.46","8459.83,801.43","7976.93,4817.7","7891.81,1925.74","7745.46,801.04"
163,"8724.72,3639.63","8679.56,1262.15","7718.29,1750.23","6452.89,3143.42","7286.64,1120.92","10169.13,3526.09","8272.2,4873.45","5995.28,5357.0","7628.36,1035.41","5435.34,1766.08","5797.81,3176.61","1454.44,4085.2","5807.54,1483.39","5629.82,2741.98","5739.52,4793.64","7353.52,1022.94","6970.53,1473.32","6125.88,2932.55","7148.02,3454.49","8479.86,680.26","7978.62,4818.14","7988.02,1906.62","7855.45,603.4"
164,"8712.82,3626.59","8658.61,1194.09","7771.35,1725.33","6488.44,3140.78","7375.92,985.3","10201.65,3524.28","8292.19,4835.3","6029.51,5349.15","7696.48,976.4","5451.45,1770.53","5802.09,3150.93","1461.06,4088.2","5830.88,1396.21","5630.0,2723.36","5744.66,4782.72","7375.92,985.3","6974.66,1440.5","6140.67,2887.93","7172.53,3443.22","8482.3,626.57","7977.06,4833.19","8075.89,1846.38","7942.51,505.29"
165,"8745.08,3518.1","8647.21,1008.42","7872.14,1681.1","6521.08,3125.47","7380.33,1118.16","10234.17,3522.47","8309.44,4812.21","6057.42,5350.77","7767.39,912.5","5467.57,1774.98","5833.85,3104.55","1467.69,4091.2","5869.29,1392.52","5658.05,2663.86","5762.28,4771.43","7380.33,1118.16","6996.38,1397.47","6172.9,2871.26","7211.28,3423.9","8468.36,481.61","7983.09,4846.88","8178.3,1830.89","7967.8,685.25"
166,"8746.92,3493.79","8636.63,901.03","7951.37,1667.87","6544.57,3104.81","7499.91,818.84","10266.7,3520.67","8333.52,4745.03","6089.18,5320.7","7843.24,896.88","5483.68,1779.43","5843.44,3082.24","1474.31,4094.2","5876.27,1378.97","5669.69,2661.15","5780.87,4729.46","7499.91,818.84","7003.17,1386.61","6184.72,2848.88","7235.48,3411.66","8453.36,436.94","7987.23,4829.58","8254.55,1845.11","8049.54,565.05"
167,"8789.28,3402.81","8603.69,829.06","8031.36,1670.37","6592.79,3110.61","7495.98,1069.75","10299.22,3518.86","8353.17,4729.61","6116.18,5318.42","7911.02,736.63","5499.79,1783.88","5865.52,3070.84","1480.93,4097.2","5925.34,1327.94","5697.22,2651.05","5800.75,4724.77","7574.91,818.97","7019.35,1392.17","6223.2,2823.31","7276.37,3402.64","8476.45,418.61","7988.13,4839.16","8339.68,1781.16","8125.51,469.24"
168,"8821.42,3423.33","8612.1,706.18","8138.42,1664.56","6623.67,3109.11","7540.48,1059.23","10331.74,3517.06","8398.92,4727.44","6130.85,5341.28","8001.43,753.98","5515.9,1788.33","5871.62,3019.41","1487.55,4100.19","5951.45,1295.79","5698.3,2650.11","5799.01,4729.13","7649.91,819.1","7037.88,1387.3","6244.38,2832.98","7326.16,3397.93","8499.54,400.29","8016.36,4879.33","8442.17,1834.1","8176.17,519.68"
169,"8882.97,3334.53","8591.35,662.16","8235.81,1698.76","6685.37,3103.76","7580.3,1084.76","10364.26,3515.25","8412.26,4713.51","6173.33,5339.76","8076.67,722.37","5532.02,1792.77","5895.3,3022.3","1494.18,4103.19","5974.09,1307.54","5716.16,2622.66","5822.13,4700.9","7747.47,860.98","7044.33,1402.53","6263.79,2828.36","7355.78,3400.01","8522.63,381.96","8019.67,4891.77","8532.64,1786.17","8231.21,502.05"
170,"8927.97,3306.68","8575.26,629.44","8352.27,1718.04","6719.93,3115.64","7651.11,1064.29","10396.79,3513.45","8455.62,4657.14","6193.5,5312.99","8173.92,670.67","5548.13,1797.22","5895.87,3017.54","1500.8,4106.19","5994.08,1245.82","5720.68,2647.73","5829.88,4698.36","7845.03,902.86","7051.92,1372.48","6289.15,2828.61","7387.2,3394.55","8545.71,363.64","8041.19,4874.31","8642.89,1823.61","8356.57,531.3"
171,"9014.42,3219.84","8585.23,563.2","8468.73,1737.33","6796.59,3114.7","7708.12,1067.23","10429.31,3511.64","8502.9,4615.49","6249.38,5301.09","8254.95,666.93","5564.24,1801.67","5928.05,2978.37","1507.42,4109.19","6039.57,1266.15","5747.76,2645.82","5860.59,4680.05","7942.59,944.74","7081.98,1351.35","6327.39,2820.46","7464.11,3378.54","8568.8,345.31","8078.17,4857.09","8762.01,1765.09","8481.94,560.55"
172,"9097.37,3109.6","8595.0,532.83","8585.2,1756.61","6838.66,3096.88","7747.61,1071.81","10461.83,3509.83","8523.58,4585.58","6279.17,5275.54","8325.55,662.82","5580.35,1806.12","5950.14,2970.83","1514.04,4112.19","6075.07,1245.29","5752.04,2643.94","5882.75,4670.54","8040.14,986.63","7085.44,1346.02","6353.98,2806.11","7498.67,3363.45","8591.89,326.98","8077.32,4858.13","8846.73,1757.37","8607.3,589.8"
173,"9176.12,3016.25","8714.67,527.74","8701.66,1775.9","6937.24,3098.21","7889.18,1120.28","10494.35,3508.03","8559.25,4422.51","6314.63,5252.74","8487.95,625.84","5596.47,1810.57","5940.95,3008.69","1520.67,4115.19","6118.8,1221.68","5740.97,2688.33","5873.08,4696.72","8137.7,1028.51","7154.62,1378.8","6391.34,2846.85","7598.46,3336.08","8614.98,308.66","8111.55,4749.01","8987.95,1804.11","8732.67,619.05"
174,"9275.85,2918.08","8759.86,526.31","8818.12,1795.18","6991.67,3099.29","7942.24,1101.24","10526.88,3506.22","8618.09,4399.88","6351.99,5243.22","8532.81,643.2","5612.58,1815.02","5974.25,2967.6","1527.29,4118.19","6166.74,1188.42","5786.82,2673.79","5900.4,4682.56","8235.26,1070.39","7186.77,1365.21","6422.59,2837.58","7657.69,3320.78","8638.07,290.33","8149.86,4757.3","9086.08,1735.44","8858.03,648.3"
175,"9327.51,2923.23","8805.06,524.88","8934.58,1814.47","7067.5,3113.1","8021.15,1115.54","10559.4,3504.42","8656.9,4350.41","6406.48,5229.32","8584.12,655.84","5628.69,1819.47","6009.58,2951.86","1533.91,4121.19","6202.43,1183.09","5806.88,2683.94","5935.65,4657.95","8332.82,1112.27","7207.9,1364.12","6476.47,2827.01","7723.46,3344.1","8661.16,272.01","8168.59,4739.91","9146.63,1767.75","8983.4,677.54"
176,"9482.62,2908.69","8840.1,542.98","9051.05,1833.75","7117.57,3070.65","8027.65,1158.54","10591.92,3502.61","8781.53,4408.35","6446.79,5227.91","8645.18,607.49","5644.8,1823.91","6019.54,2887.8","1540.54,4124.19","6218.14,1103.92","5805.29,2617.99","5957.99,4636.09","8391.21,1170.98","7200.92,1299.82","6486.15,2778.45","7791.04,3309.17","8684.24,253.68","8251.53,4829.03","9277.97,1727.84","9108.76,706.79"
177,"9504.01,2810.4","8966.75,613.17","9167.51,1853.04","7238.02,3085.95","8184.99,1208.87","10624.44,3500.8","8726.97,4235.83","6527.72,5114.7","8812.29,617.71","5660.92,1828.36","6097.91,2922.36","1547.16,4127.18","6325.15,1151.88","5903.48,2703.25","6026.67,4584.58","8560.29,1251.09","7325.34,1327.94","6596.03,2820.61","7855.55,3303.22","8707.33,235.35","8206.2,4670.8","9370.3,1689.57","9234.13,736.04"
178,"9547.71,2792.72","9007.66,623.09","9283.97,1872.32","7297.56,3080.51","8268.34,1242.3","10656.97,3499.0","8770.56,4225.16","6567.98,5107.24","8853.29,663.44","5677.03,1832.81","6137.66,2919.55","1553.78,4130.18","6356.08,1112.81","5925.16,2715.48","6064.18,4590.91","8591.58,1277.16","7346.49,1318.21","6627.56,2817.17","7910.59,3290.84","8730.42,217.03","8238.45,4667.65","9430.16,1641.52","9359.49,765.29"
179,"9568.33,2697.2","8959.38,719.2","9341.04,1845.25","7383.3,3051.31","8256.05,1303.83","10689.49,3497.19","8857.72,4167.0","6643.34,5163.03","8805.39,687.66","5693.14,1837.26","6151.82,2882.57","1560.4,4133.18","6373.2,1085.75","5925.85,2702.52","6095.25,4635.6","8622.87,1303.23","7337.21,1299.84","6676.32,2761.52","7988.84,3251.71","8753.51,198.7","8326.07,4665.58","9490.03,1593.47","9484.86,794.54"
180,"9577.89,2695.31","9041.25,779.22","9398.1,1818.18","7430.51,3053.55","8365.69,1307.19","10722.01,3495.39","8858.34,4117.9","6662.61,5061.77","8910.54,735.72","5709.25,1841.71","6154.69,2885.86","1567.03,4136.18","6390.16,1109.31","5936.98,2728.69","6102.39,4574.43","8654.17,1329.29","7391.18,1327.83","6687.36,2798.23","8031.33,3243.08","8776.6,180.38","8304.6,4603.36","9549.89,1545.42","9610.22,823.79"
181,"9586.9,2592.19","9006.72,851.5","9427.54,1726.09","7524.85,3050.15","8384.24,1360.26","10754.54,3493.58","8935.04,4065.69","6758.29,5127.53","8873.79,775.43","5725.37,1846.16","6192.88,2859.69","1573.65,4139.18","6420.15,1045.04","5964.59,2718.24","6147.28,4603.12","8685.46,1355.36","7413.35,1262.17","6740.22,2788.86","8110.16,3191.47","8799.69,162.05","8396.03,4614.52","9609.76,1497.37","9355.39,1430.07"
182,"9668.26,2547.37","9145.31,902.81","9551.95,1716.67","7589.98,3043.96","8503.3,1361.56","10787.06,3491.78","8967.53,4025.12","6786.38,5019.23","9031.43,744.41","5741.48,1850.6","6220.29,2859.1","1580.27,4142.18","6459.27,1051.1","5981.9,2726.18","6163.89,4550.6","8716.75,1381.43","7479.15,1286.27","6775.34,2794.32","8182.18,3188.81","8822.77,143.72","8402.9,4568.16","9669.62,1449.32","9672.52,1055.2"
183,"9680.32,2533.87","9220.86,923.77","9642.26,1680.06","7700.27,3021.37","8585.12,1408.84","10819.58,3489.97","9024.76,3964.51","6862.87,4996.47","9096.32,797.9","5757.59,1855.05","6221.16,2852.17","1586.9,4145.18","6477.81,1013.94","5979.95,2720.01","6183.43,4533.16","8748.04,1407.5","7530.28,1226.56","6830.96,2784.76","8272.96,3160.51","8845.86,125.4","8459.26,4523.19","9729.49,1401.27","9938.76,685.33"
184,"9721.33,2477.37","9256.11,1064.24","9710.2,1661.89","7778.19,3030.22","8666.95,1456.12","10852.1,3488.16","9092.48,3913.81","6931.46,4952.93","9179.02,783.98","5773.7,1859.5","6255.06,2840.43","1593.52,4148.18","6504.87,1014.39","6003.31,2726.09","6227.18,4517.87","8779.34,1433.56","7583.9,1242.58","6865.71,2799.59","8359.29,3150.64","8868.95,107.07","8508.01,4495.84","9789.35,1353.22","10063.8,585.58"
185,"9782.69,2435.37","9315.91,1168.53","9790.43,1663.92","7879.77,2999.8","8754.44,1470.91","10884.63,3486.36","9162.53,3875.7","7000.51,4956.3","9251.56,810.97","5789.82,1863.95","6278.01,2816.42","1600.14,4151.18","6543.81,962.32","6028.88,2709.87","6246.12,4507.07","8810.63,1459.63","7639.52,1184.89","6913.09,2791.39","8443.53,3157.5","8892.04,88.75","8571.85,4491.45","9835.82,1346.89","10167.68,548.91"
