frame_index,id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
186,"9848.4,2369.81","9401.94,1185.64","9848.46,1657.15","7971.35,2983.76","8841.92,1485.7","10917.15,3484.55","9241.74,3819.41","7066.35,4907.06","9374.01,752.2","5805.93,1868.4","6289.18,2792.56","1606.76,4154.17","6558.4,944.92","6032.59,2694.71","6272.81,4493.09","8841.92,1485.7","7708.22,1188.46","6965.02,2771.66","8561.75,3117.08","8915.13,70.42","8650.6,4442.2","9908.96,1297.29","10203.65,649.71"
187,"9905.6,2326.85","9483.19,1299.17","9921.59,1692.34","8071.03,2981.96","8951.37,1494.57","10949.67,3482.75","9307.41,3790.95","7150.19,4889.35","9446.7,804.64","5822.04,1872.85","6308.01,2775.55","1613.39,4157.17","6589.06,911.34","6047.49,2676.31","6315.3,4470.13","9142.3,1634.56","7771.15,1167.46","7011.39,2778.44","8650.88,3132.66","8938.22,52.09","8714.87,4428.53","9969.91,1285.39","10228.1,738.45"
188,"10020.28,2359.21","9456.85,1357.71","9964.38,1719.36","8129.82,2995.69","8932.94,1503.44","10982.19,3480.94","9517.29,4010.11","7211.61,5084.14","9402.93,764.47","5838.15,1877.29","6296.56,2679.85","1620.01,4160.17","6548.52,847.98","6047.52,2562.44","6307.74,4524.1","9442.68,1783.42","7700.45,1130.04","7006.37,2730.19","8754.03,3235.2","8961.3,33.77","8891.7,4742.26","10006.54,1249.08","10252.56,827.19"
189,"10101.3,2367.2","9616.18,1445.3","10084.19,1766.91","8298.73,2977.04","9057.68,1563.2","11014.72,3479.14","9684.62,3973.98","7361.68,5105.68","9516.92,854.66","5854.27,1881.74","6323.24,2677.82","1626.63,4163.17","6573.02,853.35","6081.17,2560.88","6388.12,4533.77","9542.38,1838.63","7797.36,1124.16","7079.07,2753.75","8930.61,3263.7","8984.39,15.44","9052.49,4765.86","10096.45,1296.49","10277.02,915.92"
190,"10105.55,2348.63","9662.83,1579.85","10125.66,1797.77","8380.97,2995.7","9132.51,1610.05","11047.24,3477.33","9713.22,3958.82","7421.69,5065.56","9567.62,870.24","5870.38,1886.19","6370.27,2669.7","1633.26,4166.17","6632.72,841.01","6118.86,2529.57","6433.06,4511.14","9642.08,1893.84","7849.08,1174.01","7149.16,2754.06","9018.21,3225.13","9007.48,-2.88","9102.66,4747.15","10147.05,1251.08","10301.47,1004.66"
191,"10175.77,2316.76","9743.09,1636.4","10180.19,1832.49","8481.25,3001.8","9211.33,1608.49","11079.76,3475.52","9798.66,3915.93","7502.67,5074.05","9637.44,933.37","5886.49,1890.64","6401.65,2680.36","1639.88,4169.17","6660.6,862.89","6148.12,2549.88","6483.63,4514.01","9741.78,1949.05","7929.69,1161.51","7193.92,2767.96","9125.41,3242.94","9030.57,-21.21","9172.62,4723.46","10204.21,1259.58","10325.92,1093.4"
192,"10226.75,2340.34","9861.39,1750.99","10319.09,1820.75","8596.91,3004.8","9326.37,1649.76","11112.28,3473.72","9898.59,3893.54","7591.65,5029.54","9741.24,944.1","5902.6,1895.09","6395.85,2678.07","1646.5,4172.17","6667.41,868.32","6156.53,2561.45","6526.76,4495.09","9798.92,2085.01","7986.82,1219.99","7253.84,2770.48","9228.25,3241.51","9081.61,16.62","9286.9,4696.06","10282.32,1232.73","10350.38,1182.14"
193,"10255.66,2361.85","9963.17,1785.24","10393.23,1824.87","8717.43,2979.98","9406.39,1672.87","11144.81,3471.91","9952.74,3858.33","7705.52,5014.87","9808.32,1033.26","5918.72,1899.54","6449.08,2650.52","1653.12,4175.17","6726.45,826.18","6198.92,2538.39","6604.28,4487.3","9882.76,2114.74","8090.44,1189.31","7325.3,2774.04","9354.93,3213.9","9163.6,13.84","9369.89,4643.38","10313.56,1255.94","10342.73,1326.15"
194,"10314.61,2364.8","10048.74,1866.79","10491.86,1849.5","8841.78,3009.85","9524.68,1722.11","11177.33,3470.11","10066.94,3800.26","7806.12,4936.48","9901.34,1092.46","5934.83,1903.98","6470.51,2680.69","1659.75,4178.17","6758.13,872.73","6232.35,2544.0","6670.94,4473.56","9952.05,2202.67","8161.66,1236.37","7406.96,2783.09","9493.0,3200.49","9214.9,90.55","9470.7,4616.66","10407.9,1199.33","10406.15,1375.24"
195,"10403.48,2426.29","10118.33,1930.15","10557.36,1805.56","9012.12,2962.67","9651.66,1758.4","11209.85,3468.3","10166.78,3731.2","7947.04,4904.2","10036.93,1192.56","5950.94,1908.43","6501.17,2634.84","1666.37,4181.17","6801.21,854.37","6287.01,2521.88","6778.79,4395.51","10030.49,2325.39","8282.95,1231.39","7521.62,2781.02","9654.59,3208.48","9322.66,123.72","9604.22,4557.63","10516.87,1199.75","10553.63,1322.14"
196,"10406.13,2480.29","10187.92,1993.5","10622.86,1761.62","9134.56,2987.3","9745.27,1790.35","11242.37,3466.49","10266.62,3662.15","8053.0,4836.63","10140.23,1190.51","5967.05,1912.88","6527.62,2658.94","1672.99,4184.16","6881.58,875.08","6338.92,2531.91","6856.94,4390.93","10116.24,2345.78","8360.03,1313.53","7614.16,2790.05","9791.65,3183.02","9393.86,156.14","9679.09,4517.48","10566.0,1235.49","10583.05,1353.97"
197,"10441.42,2550.8","10257.51,2056.86","10688.36,1717.68","9260.49,2978.36","9858.18,1819.97","11274.9,3464.69","10354.63,3639.94","8160.38,4849.67","10262.01,1230.7","5983.17,1917.33","6558.13,2655.85","1679.62,4187.16","6935.95,882.16","6394.28,2543.92","6932.33,4403.93","10152.46,2455.61","8468.42,1307.93","7718.22,2812.48","9960.88,3173.79","9489.57,158.6","9758.31,4504.29","10577.78,1243.05","11000.08,911.55"
198,"10441.14,2622.78","10229.83,2163.82","10753.86,1673.74","9352.49,3023.11","9922.97,1845.87","11307.42,3462.88","10374.3,3622.12","8227.17,4795.72","10313.39,1263.58","5999.28,1921.78","6553.08,2667.85","1686.24,4190.16","6965.34,899.84","6424.98,2563.65","6993.9,4415.88","10198.25,2497.88","8514.11,1321.49","7782.03,2835.13","10065.88,3167.96","9543.03,160.88","9798.04,4509.95","10589.56,1250.6","11338.1,552.25"
199,"10499.41,2663.77","10289.03,2244.19","10797.7,1710.9","9456.58,3059.14","10009.9,1944.79","11339.94,3461.08","10508.83,3526.51","8324.49,4780.11","10411.39,1330.89","6015.39,1926.23","6578.64,2679.12","1692.86,4193.16","7008.96,898.57","6465.76,2578.32","7090.09,4367.98","10241.65,2651.71","8603.22,1392.23","7882.73,2877.59","10232.67,3140.99","9627.25,211.48","9848.85,4481.16","10601.33,1258.16","10359.73,2771.05"
200,"10490.08,2817.9","10345.88,2294.45","10841.54,1748.06","9573.69,3105.65","10068.96,2007.49","11372.46,3459.27","10569.2,3530.0","8418.14,4736.97","10456.06,1387.18","6031.5,1930.68","6579.65,2712.82","1699.48,4196.16","7052.73,957.63","6486.61,2605.96","7166.01,4386.66","10349.16,2678.2","8667.55,1433.5","7967.02,2924.64","10320.5,3192.73","9686.06,258.27","9906.55,4472.81","10613.11,1265.71","10386.76,2918.64"
201,"10511.54,2882.19","10352.42,2400.99","10837.23,1810.38","9598.6,3193.35","10073.59,2133.48","11404.99,3457.47","10641.2,3482.89","8432.32,4716.8","10448.76,1543.54","6047.62,1935.12","6574.82,2792.71","1706.11,4199.16","7083.69,1184.97","6509.52,2728.78","7166.4,4359.61","10417.77,2721.12","8664.55,1602.25","8017.48,2974.98","10439.39,3229.67","9664.19,465.43","9919.89,4465.72","10624.89,1273.27","10840.3,2514.57"
202,"10530.14,2969.34","10343.99,2478.25","10870.08,1816.51","9702.25,3239.49","10106.81,2173.06","11437.51,3455.66","10697.61,3514.65","8511.54,4690.45","10475.13,1557.59","6063.73,1939.57","6575.74,2777.36","1712.73,4202.16","7106.98,1192.29","6514.94,2732.8","7234.17,4392.48","10472.0,2762.56","8725.5,1602.92","8067.95,3025.32","10513.03,3342.76","9710.85,475.5","9988.15,4480.64","10636.67,1280.83","11293.83,2110.49"
203,"10640.04,3020.21","10445.88,2523.23","10902.87,1873.86","9840.51,3322.87","10188.14,2240.3","11504.09,3485.92","10791.8,3573.93","8686.59,4745.36","10552.94,1550.49","6079.84,1944.02","6566.62,2729.78","1719.35,4205.16","7118.45,1037.64","6504.37,2723.7","7375.03,4417.16","10598.65,2838.28","8816.75,1574.37","8228.04,3053.26","10703.86,3373.75","9795.05,392.3","10186.01,4460.5","10648.45,1288.38","11747.37,1706.42"
204,"10686.1,3083.77","10477.66,2562.08","10926.11,1876.63","9942.72,3345.9","10210.52,2278.97","11524.61,3550.49","10812.9,3558.66","8787.58,4728.58","10569.46,1604.6","6095.95,1948.47","6544.68,2749.18","1725.98,4208.16","7147.54,1098.3","6529.67,2768.74","7472.66,4436.77","10677.03,2876.06","8870.47,1614.6","8300.16,3089.83","10769.66,3417.44","9830.52,440.67","10258.57,4477.88","10660.22,1295.94","11538.79,2302.03"
205,"10732.17,3147.32","10530.0,2646.0","10901.11,1971.93","9945.1,3497.36","10205.6,2373.58","11521.29,3621.28","10883.87,3525.15","8846.33,4755.69","10546.97,1696.47","6112.07,1952.92","6522.73,2768.58","1732.6,4211.15","7139.91,1098.06","6522.05,2786.69","7510.86,4470.56","10755.41,2913.85","8895.46,1671.74","8371.53,3132.14","10828.17,3461.86","9858.49,471.32","10284.55,4551.8","10672.0,1303.49","11296.22,2585.81"
206,"10787.23,3212.16","10528.83,2715.26","10901.81,1998.29","10006.11,3542.0","10221.83,2407.05","11552.56,3636.07","10930.1,3548.08","8937.22,4736.53","10542.04,1723.61","6128.18,1957.37","6500.78,2787.99","1739.22,4214.15","7131.16,1143.12","6504.55,2812.99","7588.68,4519.99","10805.59,2951.94","8908.46,1728.01","8448.27,3169.32","10935.99,3414.92","9870.3,506.21","10341.71,4581.5","10683.78,1311.05","11053.65,2869.6"
207,"10836.56,3270.59","10548.65,2792.78","10869.74,2049.21","10004.17,3652.71","10185.8,2514.28","11522.54,3712.93","10881.2,3641.45","9008.35,4729.74","10502.48,1771.83","6144.29,1961.81","6478.84,2807.39","1745.84,4217.15","7096.29,1170.6","6504.0,2811.79","7650.16,4507.76","10859.02,2985.99","8903.23,1797.64","8503.62,3234.18","10959.86,3432.88","9859.99,558.25","10373.42,4602.72","10655.26,1323.86","10811.07,3153.38"
208,"10860.61,3335.03","10570.63,2850.99","10853.95,2078.18","10053.34,3649.57","10175.98,2554.05","11540.42,3672.03","10875.09,3703.41","9120.51,4716.56","10494.93,1788.9","6160.4,1966.26","6499.01,2800.81","1752.47,4220.15","7116.6,1170.1","6503.45,2810.59","7744.1,4474.58","10912.46,3020.04","8920.98,1837.51","8591.88,3257.69","10983.74,3450.84","9881.11,593.03","10405.14,4623.94","10645.68,1344.24","10568.5,3437.17"
209,"10906.56,3380.22","10592.14,2903.39","10851.18,2140.64","10075.21,3722.9","10177.06,2616.12","11566.35,3686.96","10895.82,3765.62","9192.06,4720.4","10498.59,1819.52","6176.52,1970.71","6519.18,2794.24","1759.09,4223.15","7110.3,1234.66","6501.99,2847.72","7822.8,4521.09","10939.9,3087.14","8952.1,1862.88","8672.22,3325.26","11007.61,3468.8","9901.24,621.82","10384.39,4641.91","10675.85,1340.8","10325.93,3720.95"
210,"10879.54,3447.96","10546.93,3015.0","10817.65,2184.92","10075.38,3743.88","10168.58,2629.89","11636.9,3553.02","11031.48,3486.76","9272.01,4700.65","10463.34,1866.62","6192.63,1975.16","6539.34,2787.66","1765.71,4226.15","7113.46,1255.75","6511.03,2863.63","7917.17,4532.91","10966.16,3094.08","8961.37,1915.05","8761.39,3359.85","11031.48,3486.76","9900.59,672.39","10359.68,4646.85","10665.47,1364.36","9863.15,3648.24"
211,"10858.08,3514.45","10592.16,3025.54","10827.91,2202.77","10106.51,3740.83","10164.07,2699.9","11668.07,3518.32","11020.53,3518.71","9356.95,4700.28","10467.59,1868.31","6208.74,1979.61","6559.51,2781.09","1772.34,4229.15","7129.29,1286.68","6514.48,2874.22","8005.53,4515.34","10976.88,3121.68","8985.91,1956.62","8868.78,3401.96","11020.53,3518.71","9914.26,720.51","10334.97,4651.8","10686.02,1369.95","9400.36,3575.54"
212,"10820.07,3549.92","10594.85,3135.8","10795.35,2308.75","10128.87,3776.92","10204.88,2716.74","11711.91,3485.55","10884.94,3897.85","9465.95,4705.5","10461.84,1939.44","6224.85,1984.06","6579.68,2774.51","1778.96,4232.15","7162.43,1341.4","6575.22,2851.46","8111.86,4557.31","10986.32,3151.41","9023.2,2027.46","9017.39,3446.07","10963.41,3639.0","9942.6,780.18","10359.54,4622.32","10695.33,1396.13","8937.58,3502.83"
213,"10782.06,3585.38","10592.85,3177.96","10782.37,2355.91","10151.32,3753.67","10173.0,2824.38","11598.62,3661.8","10860.62,3961.21","9518.8,4723.87","10455.38,1975.23","6240.97,1988.5","6599.85,2767.94","1785.58,4235.15","7167.32,1386.68","6575.41,2939.17","8209.31,4566.58","10888.35,3222.42","9040.66,2069.53","9116.83,3488.49","10872.04,3670.76","9959.33,809.65","10353.92,4587.83","10664.82,1485.0","9656.78,3003.32"
214,"10620.43,3614.65","10451.94,3297.13","10656.26,2429.19","10049.25,3834.35","10079.14,2855.73","11480.6,3715.09","10761.33,3999.7","9479.57,4729.23","10346.19,2030.29","6257.08,1992.95","6620.01,2761.36","1792.2,4238.14","7121.14,1376.5","6542.78,2921.27","8212.75,4585.23","10790.38,3293.42","8956.37,2140.91","9075.18,3566.8","10780.67,3702.52","9860.19,852.52","10194.15,4634.76","10634.95,1546.23","10375.98,2503.8"
215,"10551.43,3685.21","10497.14,3315.65","10685.9,2431.35","10142.53,3808.45","10081.39,2907.42","11530.5,3680.2","10788.62,3998.31","9551.66,4698.84","10361.25,2063.41","6273.19,1997.4","6640.18,2754.79","1798.83,4241.14","7131.51,1388.51","6556.82,2931.96","8285.1,4561.26","10774.24,3277.18","8977.82,2177.54","9143.92,3604.19","10689.31,3734.28","9886.76,857.22","10208.07,4620.28","10605.08,1607.46","11095.17,2004.28"
216,"10492.86,3713.48","10480.83,3357.64","10624.62,2502.76","10165.73,3844.0","10066.07,2910.44","11595.42,3554.18","10731.34,4047.82","9583.93,4672.51","10326.06,2096.65","6289.3,2001.85","6660.35,2748.21","1805.45,4244.14","7144.19,1422.6","6598.41,2928.51","8336.4,4555.45","10758.11,3260.94","8980.39,2212.03","9169.04,3660.36","10597.94,3766.04","9845.66,938.84","10159.49,4634.29","10575.22,1668.68","11814.37,1504.77"
217,"10506.57,3797.8","10546.18,3346.92","10660.82,2513.97","10262.64,3816.16","10080.88,2967.35","11626.63,3554.71","10785.53,4030.48","9672.26,4647.15","10336.44,2129.44","6305.42,2006.3","6702.3,2798.39","1812.07,4247.14","7153.68,1520.16","6640.69,2978.15","8443.1,4520.42","10734.93,3288.77","9012.66,2290.59","9194.16,3716.53","10506.57,3797.8","9903.03,942.82","10182.77,4635.55","10545.35,1729.91","11407.53,2147.84"
218,"10535.95,3708.8","10503.26,3440.66","10643.33,2573.81","10287.47,3818.88","10087.31,2973.56","11622.53,3585.42","10799.02,4029.34","9697.04,4624.14","10346.82,2162.23","6321.53,2010.75","6735.7,2820.23","1818.7,4250.14","7158.28,1537.01","6661.11,2996.57","8486.85,4513.3","10711.75,3316.59","9034.28,2313.0","9203.8,3755.35","10535.95,3708.8","9897.65,1000.66","10184.25,4642.47","10550.41,1760.98","10972.15,2811.36"
219,"10472.1,3817.39","10537.21,3459.09","10630.32,2638.44","10312.3,3821.61","10054.21,3054.93","11679.58,3543.18","10794.44,4060.2","9721.81,4601.13","10357.2,2195.02","6337.64,2015.2","6750.96,2874.85","1825.32,4253.14","7142.25,1579.37","6676.58,3018.39","8530.59,4506.17","10754.89,3336.51","9013.91,2419.62","9215.65,3813.07","10472.1,3817.39","9889.86,1044.9","10199.76,4667.25","10555.46,1792.04","11478.03,3792.93"
220,"10461.9,3848.26","10527.98,3481.69","10617.03,2651.87","10337.13,3824.33","10024.08,3068.7","11585.36,3619.99","10763.55,4072.98","9761.25,4531.77","10351.87,2181.46","6353.76,2019.64","6766.24,2899.13","1831.94,4256.14","7149.34,1593.64","6712.11,3037.16","8568.64,4493.9","10772.7,3319.47","9032.97,2402.23","9224.48,3838.53","10397.08,3874.4","9879.24,1070.95","10197.1,4647.75","10560.52,1823.11","11502.15,3784.27"
221,"10472.86,3853.57","10668.16,3383.54","10599.5,2688.64","10361.96,3827.05","9993.96,3082.46","11558.62,3677.98","10757.07,4108.27","9758.98,4554.97","10565.58,1854.18","6369.87,2024.09","6781.52,2923.42","1838.56,4259.14","7142.0,1670.06","6720.53,3042.23","8585.73,4509.35","10790.52,3302.43","9011.43,2460.53","9222.86,3880.02","10322.07,3931.41","9868.61,1097.0","10198.47,4637.65","10565.58,1854.18","11209.47,3926.23"
222,"10491.67,3826.61","10808.33,3285.39","10581.96,2725.4","10386.79,3829.78","9963.83,3096.23","11646.99,3652.9","10781.67,4100.58","9756.04,4498.21","10467.21,2008.5","6385.98,2028.54","6796.8,2947.7","1845.19,4262.14","7134.67,1746.48","6729.61,3089.57","8536.94,4486.73","10808.33,3285.39","8989.88,2518.83","9190.87,3915.01","10247.05,3988.42","9857.98,1123.05","10145.7,4639.03","10499.33,1959.81","10916.79,4068.19"
223,"10519.83,3845.78","10677.1,3374.93","10564.42,2762.17","10411.62,3832.5","9946.46,3166.66","11665.34,3671.47","10790.43,4126.83","9818.53,4498.95","10368.85,2162.82","6402.09,2032.99","6812.39,2975.76","1851.81,4265.13","7127.34,1822.9","6738.7,3136.92","8573.07,4507.03","10717.6,3344.98","8968.34,2577.13","9158.87,3950.01","10172.03,4045.44","9847.36,1149.1","10122.16,4627.79","10503.16,2014.05","10624.1,4210.16"
224,"10503.92,3890.61","10545.88,3464.47","10546.89,2798.94","10398.41,3844.37","9937.78,3176.59","11668.43,3714.82","10756.6,4180.45","9820.5,4510.55","10270.48,2317.14","6418.21,2037.44","6827.98,3003.81","1858.43,4268.13","7120.0,1899.32","6747.78,3184.26","8544.61,4523.34","10626.87,3404.57","8946.8,2635.43","9126.88,3985.0","10097.02,4102.45","9836.74,1175.14","10098.63,4616.55","10506.99,2068.29","10331.42,4352.12"
225,"10471.53,3931.94","10536.14,3464.16","10520.66,2842.32","10352.4,3848.22","9910.33,3215.88","11619.03,3716.0","10727.15,4211.09","9867.58,4525.67","10255.21,2356.88","6434.32,2041.89","6831.65,3006.3","1865.06,4271.13","7089.63,1854.57","6751.51,3192.58","8574.76,4555.34","10536.14,3464.16","8966.58,2641.47","9131.16,4017.0","10022.0,4159.46","9826.11,1201.19","10075.09,4605.31","10508.23,2097.01","10038.74,4494.08"
226,"10484.64,3929.14","10703.34,3279.37","10494.44,2885.69","10324.72,3869.38","9882.89,3255.16","11604.25,3722.68","10700.18,4263.22","9897.88,4563.84","10250.81,2358.66","6450.43,2046.33","6858.38,3014.44","1871.68,4274.13","7091.41,1866.82","6790.15,3198.78","8605.07,4614.85","10703.34,3279.37","8965.5,2704.95","9129.32,4068.41","9976.35,4228.01","9815.48,1227.24","10093.8,4584.47","10485.14,2159.08","9746.06,4636.04"
227,"10483.82,3954.87","10681.84,3264.29","10455.62,2947.83","10272.78,3893.99","9855.44,3294.45","11608.15,3728.23","10686.46,4295.96","9887.24,4611.76","10233.47,2370.54","6466.54,2050.78","6885.1,3022.57","1878.3,4277.13","7087.83,1887.7","6802.59,3199.91","8600.87,4658.53","10681.84,3264.29","8986.06,2695.44","9110.15,4105.48","9930.69,4296.57","9804.86,1253.29","10134.65,4561.13","10475.56,2189.21","9804.42,4497.8"
228,"10452.0,3987.2","10569.97,3326.59","10430.97,2967.05","10226.4,3922.65","9830.72,3321.47","11584.47,3745.5","10692.33,4302.84","9863.99,4635.63","10200.54,2406.36","6482.66,2055.23","6909.64,3052.67","1884.92,4280.13","7078.2,1893.32","6820.32,3226.67","8616.89,4662.19","10569.97,3326.59","8966.53,2738.97","9107.39,4107.91","9883.6,4328.32","9763.95,1314.57","10090.94,4590.94","10442.86,2258.98","9819.82,4419.1"
229,"10470.14,4034.68","10487.54,3576.39","10402.31,3061.52","10196.48,4001.18","9837.16,3358.28","11537.81,3819.78","10660.1,4414.68","9842.08,4682.47","10199.05,2425.01","6498.77,2059.68","6944.34,2955.4","1891.55,4283.13","7007.36,1717.93","6847.08,3152.08","8713.04,4702.04","10551.93,3342.43","8982.49,2763.33","9047.22,4172.18","9852.92,4448.72","9792.95,1217.17","10121.54,4618.24","10443.81,2318.79","9726.67,4535.92"
230,"10417.79,4090.41","10445.22,3569.96","10337.82,3083.86","10071.52,4075.58","9734.55,3387.26","11594.28,3839.4","10642.97,4473.62","9695.8,4776.75","10122.09,2460.28","6514.88,2064.13","6912.01,3060.18","1898.17,4286.13","7022.11,1877.52","6788.33,3224.25","8728.04,4758.75","10472.76,3345.21","8909.52,2811.02","8987.04,4236.45","9710.06,4540.72","9747.64,1339.9","10026.01,4709.75","10390.61,2385.33","9633.51,4652.75"
231,"10419.4,4095.96","10428.25,3589.99","10299.4,3161.01","10027.68,4113.07","9693.85,3471.4","11564.86,3834.2","10611.31,4504.76","9624.59,4837.62","10076.92,2502.68","6530.99,2068.58","6855.53,3228.66","1904.79,4289.13","6988.99,1887.33","6782.69,3233.55","8743.04,4815.46","10432.5,3364.68","8912.19,2876.05","8978.23,4301.08","9618.82,4658.2","9715.68,1398.72","10025.62,4719.26","10374.39,2437.74","9540.36,4769.57"
232,"10421.01,4101.5","10412.87,3583.71","10288.5,3157.18","10002.0,4125.91","9716.04,3433.86","11535.44,3829.0","10579.65,4535.91","9599.14,4813.95","10081.05,2466.18","6547.11,2073.02","6993.51,3143.28","1911.42,4292.13","6971.43,1816.93","6777.05,3242.84","8758.04,4872.17","10389.87,3327.56","8967.32,2847.09","9014.22,4307.9","9602.56,4668.06","9751.3,1311.58","10001.62,4760.26","10364.04,2448.2","9449.94,4938.17"
233,"10377.4,4117.42","10371.02,3578.32","10224.35,3184.85","9904.17,4175.75","9635.48,3486.76","11506.02,3823.8","10511.71,4592.69","9461.94,4888.95","9993.41,2507.63","6563.22,2077.47","7000.8,3189.55","1918.04,4295.12","6949.52,1849.61","6771.41,3252.14","8773.04,4928.88","10302.07,3360.77","8917.49,2899.16","8935.33,4331.55","9457.45,4742.76","9704.59,1358.85","9956.47,4770.13","10312.78,2501.2","9362.07,4993.55"
234,"10362.14,4139.78","10341.09,3577.94","10174.58,3225.16","9828.21,4221.06","9558.89,3502.83","11609.22,3797.19","10502.26,4647.07","9324.74,4963.95","9940.82,2517.4","6579.33,2081.92","6968.55,3326.15","1924.66,4298.12","6967.24,2024.55","6765.77,3261.44","8684.5,5049.54","10242.57,3368.53","8856.6,2977.64","8816.21,4421.56","9307.52,4847.1","9686.38,1461.7","9890.01,4859.96","10303.15,2520.22","9274.19,5048.93"
235,"10315.98,4171.74","10291.13,3589.65","10087.59,3295.15","9728.62,4290.13","9489.34,3547.24","11593.35,3799.04","10444.96,4702.66","9187.54,5038.95","9861.15,2561.06","6595.44,2086.37","6973.9,3416.62","1931.28,4301.12","6952.56,2082.44","6760.13,3270.73","8646.69,5090.04","10161.64,3387.34","8832.41,3003.46","8747.79,4461.97","9227.58,4923.14","9640.19,1497.36","9839.54,4894.66","10213.97,2618.95","9186.32,5104.31"
