id_13_team_0,id_10_team_0,id_2_team_0,id_4_team_0,id_16_team_0,id_281_team_0,id_5_team_0,id_1_team_0,id_45_team_0,id_20_team_0,id_17_team_0,id_22_team_1,id_14_team_1,id_11_team_1,id_3_team_1,id_9_team_1,id_6_team_1,id_12_team_1,id_8_team_1,id_15_team_1,id_7_team_1,id_18_team_1,ball
,,,"5999.77,3750.23",,"10038.27,3480.01",,"6172.33,5530.25",,,"5088.67,3888.97",,"5401.34,2000.12","5605.90,3850.91","5881.55,5591.10",,"6742.96,2419.82","5791.58,3521.60","7005.76,3923.97","9236.77,2549.42",,"8151.38,3296.33","9221.64,1331.83"
,,,"6033.35,3739.73","6744.63,2414.74","10044.06,3519.28",,"6170.11,5546.25",,,"5105.32,3890.65",,"5385.16,2004.98","5619.74,3818.38","5888.83,5589.02",,"6744.63,2414.74","5813.01,3524.61","7028.79,3939.15","9211.16,2477.40",,"8153.04,3275.64","8939.13,1271.23"
,,"7873.74,2920.49","6055.56,3756.51","6883.04,2357.32",,"8511.49,5669.98","6144.18,5578.28",,,"5146.42,3882.31",,"5398.79,1968.01","5637.19,3799.63","5877.83,5577.23",,"6748.89,2442.72","5841.47,3521.26","7033.90,3945.21","9137.50,2478.62","8179.46,5187.66","8150.22,3186.05","8658.38,1258.53"
,,"7844.76,2863.03","6087.89,3737.38","6897.36,2343.02",,"8406.31,5676.72","6105.39,5622.98",,,"5189.21,3859.94",,"5436.67,1946.93","5659.93,3724.09","5848.00,5548.26",,"6758.00,2380.17","5864.43,3535.04","7010.90,3945.95","9033.80,2417.53","8089.86,5196.98","8069.36,3209.87",
"9188.36,4235.77",,"7840.87,2778.05","6101.51,3740.83","6922.67,2297.18",,"8407.69,5655.21","6103.58,5610.63",,,"5230.89,3846.84",,"5440.11,1924.22","5659.49,3695.62","5846.80,5519.93",,"6759.54,2348.50","5877.53,3542.64","7011.54,3899.10","8968.89,2357.12","8102.37,5162.80","8058.22,3095.28","8090.78,1429.81"
"9193.75,4213.49","9408.77,2237.63","7830.05,2711.08","6120.37,3686.43","6969.94,2237.15",,"8392.14,5625.03","6067.70,5598.86",,,"5244.34,3793.36",,"5449.28,1830.45","5649.53,3575.38","5831.04,5501.55",,"6777.67,2301.84","5886.78,3522.10","7018.42,3883.27","8907.10,2321.97","8110.58,5108.56",,"7802.81,1622.42"
"9164.51,4140.61","9357.00,2208.44","7818.72,2612.47","6153.50,3704.97","6996.86,2228.18",,"8387.33,5540.07","6085.86,5632.62","7117.09,714.02",,"5300.07,3827.79",,"5453.33,1833.12",,"5855.80,5470.43",,"6791.62,2277.49","5907.20,3546.26","7044.13,3861.22","8850.40,2211.58","8106.46,5055.49","7994.24,2961.74","7560.13,1885.49"
"9011.87,3977.08","9288.53,2209.99","7837.83,2457.39","6179.22,3671.05","7051.85,2215.44",,"8251.56,5221.84",,"7179.79,919.65",,"5344.92,3782.74",,"5444.80,1907.62","5344.92,3782.74","5880.99,5270.56",,"6840.48,2250.94",,"7052.56,3786.68","8790.19,2187.24","8012.11,4815.58","7934.50,2929.67","7504.12,1575.80"
"9004.67,3982.09","9278.61,2212.05",,"6187.20,3620.77","7084.60,2172.00",,"8249.83,5215.67","6050.37,5424.07","7186.48,1042.06",,"5383.10,3755.74",,"5464.83,1819.26","5670.17,3475.80","5866.01,5236.59",,"6873.43,2190.94","5933.15,3479.63","7060.65,3761.36","8775.66,2107.31","8015.45,4805.63","7904.43,2851.54","7412.05,1327.23"
"9102.92,4129.54","9232.96,2163.48",,"6154.74,3616.08","7055.68,2066.37",,"8357.96,5541.82","5976.80,5689.17","7111.96,1073.88",,"5391.81,3723.12",,"5501.57,1730.37","5632.66,3430.43","5801.46,5406.96",,"6855.82,2037.53","5902.38,3466.13","7022.63,3812.74","8699.98,2047.07","8064.00,5056.00","7842.29,2830.80","7206.01,1116.50"
"9098.73,4099.94","9229.60,2118.62",,"6162.44,3609.70","7074.25,1985.67",,"8358.02,5528.97","5941.81,5662.04","7140.16,1123.01",,"5413.43,3673.79",,"5511.10,1708.11","5618.96,3347.94","5789.97,5385.74",,"6892.16,1988.54","5905.11,3407.34","7016.35,3776.42","8705.37,1902.73","8055.97,5054.02","7813.74,2763.86",
"9033.89,4099.37","9160.40,2111.42",,"6184.50,3563.07","7089.30,1975.21",,"8336.19,5517.57","5917.86,5661.34","7159.45,1148.54",,"5466.91,3656.70",,"5557.86,1649.69","5612.92,3309.37","5782.44,5352.21",,"6938.09,1964.11","5917.11,3412.88","7008.07,3758.08","8639.82,1881.03","8045.38,5044.23","7759.39,2685.08","7200.24,433.52"
"9037.82,4081.05","9145.03,2085.37","7599.02,2226.28","6199.60,3557.86","7105.19,1952.49",,"8347.81,5495.46","5911.49,5647.42","7167.68,1344.53",,"5497.87,3622.18",,"5591.63,1646.72","5616.08,3263.70","5777.20,5313.41","7067.89,1303.91","6928.61,1999.54","5921.62,3366.93","7008.22,3769.79","8643.26,1760.42","8063.63,5018.91","7721.67,2651.80",
"9025.90,4068.66","9095.73,2086.98",,"6206.65,3556.94","7105.25,1950.14",,"8363.19,5460.90","5891.34,5656.60",,,"5535.58,3601.02",,"5622.50,1643.55","5615.42,3220.50","5760.22,5304.42","7090.28,1395.72","6925.93,1936.42","5920.39,3324.63","7009.68,3760.71","8589.55,1779.81","8065.69,5007.86","7677.59,2561.52",
"9002.06,4087.31","9085.00,2046.94","7542.20,2199.97","6213.74,3485.79","7174.34,1686.31",,"8360.17,5489.72","5877.38,5660.06","7174.34,1686.31",,"5558.20,3567.28",,"5651.27,1595.45","5602.23,3180.52","5742.34,5272.94",,"6941.11,1913.36","5924.10,3289.40","7016.77,3717.16","8592.53,1634.68","8054.61,5027.20","7622.86,2593.83","9887.25,3771.64"
"8877.43,3928.98",,"7542.51,2217.51","6246.99,3434.84","7229.51,1691.27","9960.74,3317.80","8247.18,5153.80","5905.32,5428.73","7229.51,1691.27",,"5598.15,3549.32",,"5689.05,1641.62","5600.97,3160.37","5767.77,5084.28","7127.12,1853.71","6988.23,1888.62","5949.99,3267.17","7021.43,3660.54","8584.71,1661.08","7977.24,4782.66","7627.98,2517.46","9730.12,3647.80"
"8856.93,3919.27",,,"6256.55,3431.12","7266.59,1707.39","9811.38,3545.95","8223.64,5142.79","5889.49,5424.42","7266.59,1707.39",,"5622.98,3513.38",,"5718.17,1624.14","5594.65,3016.54","5761.09,5070.15",,"6997.59,1793.36","5955.45,3260.96","7010.22,3652.41","8574.87,1556.79","7964.80,4784.14","7607.15,2465.39",
"8822.93,3892.77",,"7508.07,2108.98","6268.17,3399.17","7290.69,1725.05",,"8236.22,5105.25","5888.86,5423.49","7290.69,1725.05",,"5641.83,3482.95",,"5733.66,1629.11","5587.90,3059.27","5749.87,5021.94","7215.40,1349.77","6976.16,1745.26","5962.58,3200.89","7008.30,3625.46","8517.38,1537.90","7967.83,4769.54","7566.99,2422.46","7213.71,832.73"
"8791.56,3876.26","8895.76,1955.41","7501.50,2102.01","6278.70,3363.44","7123.34,1664.41",,"8229.28,5053.37","5897.90,5392.83","7334.09,1698.18",,"5672.22,3444.50",,"5753.10,1648.49","5592.41,3033.87","5748.44,4974.40","7224.58,1373.60",,"5980.54,3186.24","7010.32,3589.72","8494.95,1436.15","7957.19,4744.62","7570.16,2359.85",
"8797.13,3833.47",,"7514.38,2041.33","6297.92,3304.59","7128.37,1632.40",,"8238.66,5003.17","5903.41,5370.20","7383.70,1641.48",,"5692.75,3418.07",,"5768.34,1622.42","5598.91,2991.34","5741.63,4946.68","7244.72,1331.07","6975.74,1707.15","6002.97,3145.94","7025.65,3567.71","8468.17,1414.54","7965.73,4729.66","7595.53,2312.65",
"8767.63,3816.72","8842.94,1859.67","7517.68,2031.79","6312.27,3256.01","7142.28,1549.82",,"8226.26,4989.11","5895.50,5349.69","7426.47,1533.65",,"5703.35,3346.89",,"5772.95,1600.30","5590.84,2944.79","5723.18,4908.60","7233.40,1341.75","6970.18,1709.60","6018.42,3085.54","7030.03,3558.13","8475.29,1291.91","7962.24,4727.79",,"8728.53,3910.22"
"8753.33,3812.07","8756.58,1810.63","7501.45,1983.85","6324.97,3247.27",,,"8247.45,5009.82","5929.09,5403.22","7402.98,1483.55",,"5726.75,3340.48",,"5768.71,1561.58","5600.89,2914.19","5736.91,4924.79","7231.76,1198.28","6947.62,1589.45","6030.81,3085.19","7039.80,3526.40","8416.91,1214.12","7973.52,4772.91","7610.29,2180.52",
"8761.57,3779.93","8760.71,1674.14","7530.62,1925.29","6341.31,3235.98","7159.97,1251.27",,"8262.95,4981.33","5931.17,5406.18","7424.38,1309.31",,"5733.35,3317.72",,"5757.60,1579.66","5597.68,2899.70","5735.64,4919.80","7241.53,1211.12","6930.71,1581.04","6044.48,3063.53","7050.71,3524.64","8424.98,1112.36","7979.10,4787.55","7656.38,2099.47",
"8746.31,3773.37","8714.72,1661.04",,"6367.59,3204.37","7189.58,1201.22",,"8251.17,4973.95","5938.34,5404.64","7476.24,1248.51",,"5759.46,3271.20",,"5778.67,1540.53","5611.46,2830.81","5734.25,4893.02",,"6940.21,1539.36","6069.14,3010.23","7074.56,3507.28","8436.52,973.12","7981.47,4796.83","7710.48,2041.03","7407.83,756.33"
"8731.39,3756.52","8697.12,1561.84","7570.72,1851.73","6376.25,3194.44","7198.44,1146.26",,"8266.38,4945.77","5950.19,5387.04","7512.16,1213.02",,"5762.33,3258.79",,"5770.04,1524.53","5603.34,2818.61","5730.26,4869.31",,"6945.24,1513.66","6078.42,2990.76","7089.80,3481.64","8424.26,934.78","7984.19,4811.33","7764.55,2021.15","7528.37,783.43"
"8691.86,3758.69","8689.49,1494.22","7607.71,1788.40","6400.59,3175.03","7220.92,1134.98",,"8252.77,4922.65","5964.44,5365.44","7535.78,1139.87",,"5772.49,3242.68",,"5787.90,1518.11","5610.58,2813.33","5730.33,4848.28",,"6949.66,1498.35","6085.98,2958.42","7092.97,3480.38","8417.66,909.93","7971.90,4804.02","7828.28,1937.02",
"8702.55,3735.12","8691.09,1374.89","7658.22,1802.25","6434.84,3169.67","7261.65,1136.89",,"8268.28,4894.19","5986.63,5366.95","7597.56,1066.33",,"5787.55,3169.62",,"5806.11,1490.99","5620.80,2752.65","5732.72,4830.74",,"6969.58,1478.35","6110.57,2941.44","7114.75,3467.46","8459.83,801.43","7976.93,4817.70","7891.81,1925.74","7745.46,801.04"
"8724.72,3639.63","8679.56,1262.15","7718.29,1750.23","6452.89,3143.42","7286.64,1120.92",,"8272.20,4873.45","5995.28,5357.00","7628.36,1035.41",,"5797.81,3176.61",,"5807.54,1483.39","5629.82,2741.98","5739.52,4793.64",,"6970.53,1473.32","6125.88,2932.55","7148.02,3454.49","8479.86,680.26","7978.62,4818.14","7988.02,1906.62","7855.45,603.40"
"8712.82,3626.59","8658.61,1194.09","7771.35,1725.33","6488.44,3140.78","7375.92,985.30",,"8292.19,4835.30","6029.51,5349.15","7696.48,976.40",,"5802.09,3150.93",,"5830.88,1396.21","5630.00,2723.36","5744.66,4782.72","7375.92,985.30","6974.66,1440.50","6140.67,2887.93","7172.53,3443.22","8482.30,626.57","7977.06,4833.19","8075.89,1846.38","7942.51,505.29"
"8745.08,3518.10","8647.21,1008.42","7872.14,1681.10","6521.08,3125.47","7380.33,1118.16",,"8309.44,4812.21","6057.42,5350.77","7767.39,912.50",,"5833.85,3104.55",,"5869.29,1392.52","5658.05,2663.86","5762.28,4771.43","7380.33,1118.16","6996.38,1397.47","6172.90,2871.26","7211.28,3423.90","8468.36,481.61","7983.09,4846.88","8178.30,1830.89","7967.80,685.25"
"8746.92,3493.79","8636.63,901.03","7951.37,1667.87","6544.57,3104.81","7499.91,818.84",,"8333.52,4745.03","6089.18,5320.70","7843.24,896.88",,"5843.44,3082.24",,"5876.27,1378.97","5669.69,2661.15","5780.87,4729.46","7499.91,818.84","7003.17,1386.61","6184.72,2848.88","7235.48,3411.66","8453.36,436.94","7987.23,4829.58","8254.55,1845.11","8049.54,565.05"
"8789.28,3402.81","8603.69,829.06","8031.36,1670.37","6592.79,3110.61","7495.98,1069.75",,"8353.17,4729.61","6116.18,5318.42","7911.02,736.63",,"5865.52,3070.84",,"5925.34,1327.94","5697.22,2651.05","5800.75,4724.77",,"7019.35,1392.17","6223.20,2823.31","7276.37,3402.64",,"7988.13,4839.16","8339.68,1781.16","8125.51,469.24"
"8821.42,3423.33","8612.10,706.18","8138.42,1664.56","6623.67,3109.11","7540.48,1059.23",,"8398.92,4727.44","6130.85,5341.28","8001.43,753.98",,"5871.62,3019.41",,"5951.45,1295.79","5698.30,2650.11","5799.01,4729.13","7649.91,819.10","7037.88,1387.30","6244.38,2832.98","7326.16,3397.93",,"8016.36,4879.33","8442.17,1834.10","8176.17,519.68"
"8882.97,3334.53","8591.35,662.16","8235.81,1698.76","6685.37,3103.76","7580.30,1084.76",,"8412.26,4713.51","6173.33,5339.76","8076.67,722.37",,"5895.30,3022.30",,"5974.09,1307.54","5716.16,2622.66","5822.13,4700.90",,"7044.33,1402.53","6263.79,2828.36","7355.78,3400.01",,"8019.67,4891.77","8532.64,1786.17","8231.21,502.05"
"8927.97,3306.68","8575.26,629.44",,"6719.93,3115.64","7651.11,1064.29",,"8455.62,4657.14","6193.50,5312.99","8173.92,670.67",,"5895.87,3017.54",,"5994.08,1245.82","5720.68,2647.73","5829.88,4698.36",,"7051.92,1372.48","6289.15,2828.61","7387.20,3394.55",,"8041.19,4874.31","8642.89,1823.61",
"9014.42,3219.84","8585.23,563.20",,"6796.59,3114.70","7708.12,1067.23",,"8502.90,4615.49","6249.38,5301.09","8254.95,666.93",,"5928.05,2978.37",,"6039.57,1266.15","5747.76,2645.82","5860.59,4680.05",,"7081.98,1351.35","6327.39,2820.46","7464.11,3378.54",,"8078.17,4857.09","8762.01,1765.09",
"9097.37,3109.60","8595.00,532.83",,"6838.66,3096.88","7747.61,1071.81",,"8523.58,4585.58","6279.17,5275.54","8325.55,662.82",,"5950.14,2970.83",,"6075.07,1245.29","5752.04,2643.94","5882.75,4670.54",,"7085.44,1346.02","6353.98,2806.11","7498.67,3363.45",,"8077.32,4858.13","8846.73,1757.37",
"9176.12,3016.25","8714.67,527.74",,"6937.24,3098.21","7889.18,1120.28",,"8559.25,4422.51","6314.63,5252.74","8487.95,625.84",,"5940.95,3008.69",,"6118.80,1221.68","5740.97,2688.33","5873.08,4696.72",,"7154.62,1378.80","6391.34,2846.85","7598.46,3336.08",,"8111.55,4749.01","8987.95,1804.11",
"9275.85,2918.08",,,"6991.67,3099.29","7942.24,1101.24",,"8618.09,4399.88","6351.99,5243.22","8532.81,643.20",,"5974.25,2967.60",,"6166.74,1188.42","5786.82,2673.79","5900.40,4682.56",,"7186.77,1365.21","6422.59,2837.58","7657.69,3320.78",,"8149.86,4757.30","9086.08,1735.44",
"9327.51,2923.23","8805.06,524.88",,"7067.50,3113.10","8021.15,1115.54",,"8656.90,4350.41","6406.48,5229.32","8584.12,655.84",,"6009.58,2951.86",,"6202.43,1183.09","5806.88,2683.94","5935.65,4657.95","8332.82,1112.27","7207.90,1364.12","6476.47,2827.01","7723.46,3344.10",,"8168.59,4739.91","9146.63,1767.75",
"9482.62,2908.69","8840.10,542.98",,"7117.57,3070.65","8027.65,1158.54",,"8781.53,4408.35","6446.79,5227.91","8645.18,607.49",,"6019.54,2887.80",,"6218.14,1103.92","5805.29,2617.99","5957.99,4636.09","8391.21,1170.98","7200.92,1299.82","6486.15,2778.45","7791.04,3309.17",,"8251.53,4829.03","9277.97,1727.84",
"9504.01,2810.40","8966.75,613.17",,"7238.02,3085.95","8184.99,1208.87",,"8726.97,4235.83","6527.72,5114.70","8812.29,617.71",,"6097.91,2922.36",,"6325.15,1151.88","5903.48,2703.25","6026.67,4584.58","8560.29,1251.09","7325.34,1327.94","6596.03,2820.61","7855.55,3303.22",,"8206.20,4670.80","9370.30,1689.57",
"9547.71,2792.72","9007.66,623.09","9283.97,1872.32","7297.56,3080.51","8268.34,1242.30",,"8770.56,4225.16","6567.98,5107.24","8853.29,663.44",,"6137.66,2919.55",,"6356.08,1112.81","5925.16,2715.48","6064.18,4590.91",,"7346.49,1318.21","6627.56,2817.17","7910.59,3290.84",,"8238.45,4667.65",,
"9568.33,2697.20","8959.38,719.20",,"7383.30,3051.31","8256.05,1303.83",,"8857.72,4167.00","6643.34,5163.03","8805.39,687.66",,"6151.82,2882.57",,"6373.20,1085.75","5925.85,2702.52","6095.25,4635.60",,"7337.21,1299.84","6676.32,2761.52","7988.84,3251.71",,"8326.07,4665.58",,
"9577.89,2695.31","9041.25,779.22","9398.10,1818.18","7430.51,3053.55","8365.69,1307.19",,"8858.34,4117.90","6662.61,5061.77","8910.54,735.72",,"6154.69,2885.86",,"6390.16,1109.31","5936.98,2728.69","6102.39,4574.43",,"7391.18,1327.83","6687.36,2798.23","8031.33,3243.08",,"8304.60,4603.36",,"9610.22,823.79"
"9586.90,2592.19","9006.72,851.50","9427.54,1726.09","7524.85,3050.15","8384.24,1360.26",,"8935.04,4065.69","6758.29,5127.53","8873.79,775.43",,"6192.88,2859.69",,"6420.15,1045.04","5964.59,2718.24","6147.28,4603.12",,"7413.35,1262.17","6740.22,2788.86","8110.16,3191.47",,"8396.03,4614.52",,"9355.39,1430.07"
"9668.26,2547.37","9145.31,902.81","9551.95,1716.67","7589.98,3043.96","8503.30,1361.56",,"8967.53,4025.12","6786.38,5019.23","9031.43,744.41",,"6220.29,2859.10",,"6459.27,1051.10","5981.90,2726.18","6163.89,4550.60",,"7479.15,1286.27","6775.34,2794.32","8182.18,3188.81",,"8402.90,4568.16",,"9672.52,1055.20"
"9680.32,2533.87","9220.86,923.77","9642.26,1680.06","7700.27,3021.37",,,"9024.76,3964.51","6862.87,4996.47","9096.32,797.90",,"6221.16,2852.17",,"6477.81,1013.94","5979.95,2720.01","6183.43,4533.16",,"7530.28,1226.56","6830.96,2784.76","8272.96,3160.51",,"8459.26,4523.19",,"9938.76,685.33"
"9721.33,2477.37","9256.11,1064.24","9710.20,1661.89","7778.19,3030.22","8666.95,1456.12",,"9092.48,3913.81","6931.46,4952.93","9179.02,783.98",,"6255.06,2840.43",,"6504.87,1014.39","6003.31,2726.09","6227.18,4517.87",,"7583.90,1242.58","6865.71,2799.59","8359.29,3150.64",,"8508.01,4495.84","9789.35,1353.22","10063.80,585.58"
"9782.69,2435.37","9315.91,1168.53","9790.43,1663.92","7879.77,2999.80",,,"9162.53,3875.70","7000.51,4956.30","9251.56,810.97",,"6278.01,2816.42",,"6543.81,962.32","6028.88,2709.87","6246.12,4507.07",,"7639.52,1184.89","6913.09,2791.39","8443.53,3157.50",,"8571.85,4491.45","9835.82,1346.89","10167.68,548.91"
"9848.40,2369.81","9401.94,1185.64","9848.46,1657.15","7971.35,2983.76","8841.92,1485.70",,"9241.74,3819.41","7066.35,4907.06","9374.01,752.20",,"6289.18,2792.56",,"6558.40,944.92","6032.59,2694.71","6272.81,4493.09","8841.92,1485.70","7708.22,1188.46","6965.02,2771.66","8561.75,3117.08",,"8650.60,4442.20","9908.96,1297.29","10203.65,649.71"
"9905.60,2326.85","9483.19,1299.17","9921.59,1692.34","8071.03,2981.96","8951.37,1494.57",,"9307.41,3790.95","7150.19,4889.35","9446.70,804.64",,"6308.01,2775.55",,"6589.06,911.34","6047.49,2676.31","6315.30,4470.13",,"7771.15,1167.46","7011.39,2778.44","8650.88,3132.66",,"8714.87,4428.53","9969.91,1285.39",
"10020.28,2359.21","9456.85,1357.71","9964.38,1719.36","8129.82,2995.69","8932.94,1503.44",,"9517.29,4010.11","7211.61,5084.14","9402.93,764.47",,"6296.56,2679.85",,"6548.52,847.98","6047.52,2562.44","6307.74,4524.10","9442.68,1783.42","7700.45,1130.04","7006.37,2730.19","8754.03,3235.20",,"8891.70,4742.26","10006.54,1249.08",
"10101.30,2367.20","9616.18,1445.30","10084.19,1766.91","8298.73,2977.04","9057.68,1563.20",,"9684.62,3973.98","7361.68,5105.68","9516.92,854.66",,"6323.24,2677.82",,"6573.02,853.35","6081.17,2560.88","6388.12,4533.77",,"7797.36,1124.16","7079.07,2753.75","8930.61,3263.70",,"9052.49,4765.86","10096.45,1296.49",
"10105.55,2348.63","9662.83,1579.85","10125.66,1797.77","8380.97,2995.70","9132.51,1610.05",,"9713.22,3958.82","7421.69,5065.56","9567.62,870.24",,"6370.27,2669.70",,"6632.72,841.01","6118.86,2529.57","6433.06,4511.14",,"7849.08,1174.01","7149.16,2754.06","9018.21,3225.13",,"9102.66,4747.15","10147.05,1251.08",
"10175.77,2316.76","9743.09,1636.40","10180.19,1832.49","8481.25,3001.80","9211.33,1608.49",,"9798.66,3915.93","7502.67,5074.05","9637.44,933.37",,"6401.65,2680.36",,"6660.60,862.89","6148.12,2549.88","6483.63,4514.01","9741.78,1949.05","7929.69,1161.51","7193.92,2767.96","9125.41,3242.94","9030.57,-21.21","9172.62,4723.46","10204.21,1259.58",
"10226.75,2340.34","9861.39,1750.99","10319.09,1820.75","8596.91,3004.80","9326.37,1649.76",,"9898.59,3893.54","7591.65,5029.54","9741.24,944.10",,"6395.85,2678.07",,"6667.41,868.32","6156.53,2561.45","6526.76,4495.09","9798.92,2085.01","7986.82,1219.99","7253.84,2770.48","9228.25,3241.51","9081.61,16.62","9286.90,4696.06","10282.32,1232.73","10350.38,1182.14"
"10255.66,2361.85","9963.17,1785.24","10393.23,1824.87","8717.43,2979.98","9406.39,1672.87",,"9952.74,3858.33","7705.52,5014.87","9808.32,1033.26",,"6449.08,2650.52",,"6726.45,826.18","6198.92,2538.39","6604.28,4487.30","9882.76,2114.74","8090.44,1189.31","7325.30,2774.04","9354.93,3213.90","9163.60,13.84","9369.89,4643.38","10313.56,1255.94","10342.73,1326.15"
"10314.61,2364.80","10048.74,1866.79","10491.86,1849.50","8841.78,3009.85","9524.68,1722.11",,"10066.94,3800.26","7806.12,4936.48","9901.34,1092.46",,"6470.51,2680.69",,"6758.13,872.73","6232.35,2544.00","6670.94,4473.56","9952.05,2202.67","8161.66,1236.37","7406.96,2783.09","9493.00,3200.49","9214.90,90.55","9470.70,4616.66","10407.90,1199.33","10406.15,1375.24"
"10403.48,2426.29",,,"9012.12,2962.67","9651.66,1758.40",,,"7947.04,4904.20","10036.93,1192.56",,"6501.17,2634.84",,"6801.21,854.37","6287.01,2521.88","6778.79,4395.51","10030.49,2325.39","8282.95,1231.39","7521.62,2781.02","9654.59,3208.48","9322.66,123.72","9604.22,4557.63","10516.87,1199.75","10553.63,1322.14"
"10406.13,2480.29",,,"9134.56,2987.30","9745.27,1790.35",,"10266.62,3662.15","8053.00,4836.63","10140.23,1190.51",,"6527.62,2658.94",,"6881.58,875.08","6338.92,2531.91","6856.94,4390.93","10116.24,2345.78","8360.03,1313.53","7614.16,2790.05","9791.65,3183.02","9393.86,156.14","9679.09,4517.48","10566.00,1235.49","10583.05,1353.97"
"10441.42,2550.80","10257.51,2056.86",,"9260.49,2978.36","9858.18,1819.97",,"10354.63,3639.94","8160.38,4849.67","10262.01,1230.70",,"6558.13,2655.85",,"6935.95,882.16","6394.28,2543.92","6932.33,4403.93","10152.46,2455.61","8468.42,1307.93","7718.22,2812.48","9960.88,3173.79","9489.57,158.60","9758.31,4504.29",,"11000.08,911.55"
"10441.14,2622.78","10229.83,2163.82","10753.86,1673.74","9352.49,3023.11","9922.97,1845.87",,"10374.30,3622.12","8227.17,4795.72","10313.39,1263.58",,"6553.08,2667.85",,"6965.34,899.84","6424.98,2563.65","6993.90,4415.88","10198.25,2497.88","8514.11,1321.49","7782.03,2835.13","10065.88,3167.96","9543.03,160.88","9798.04,4509.95",,"11338.10,552.25"
"10499.41,2663.77","10289.03,2244.19",,"9456.58,3059.14","10009.90,1944.79",,"10508.83,3526.51","8324.49,4780.11","10411.39,1330.89",,"6578.64,2679.12",,"7008.96,898.57","6465.76,2578.32","7090.09,4367.98","10241.65,2651.71","8603.22,1392.23","7882.73,2877.59","10232.67,3140.99","9627.25,211.48","9848.85,4481.16",,"10359.73,2771.05"
"10490.08,2817.90","10345.88,2294.45","10841.54,1748.06","9573.69,3105.65","10068.96,2007.49",,"10569.20,3530.00","8418.14,4736.97","10456.06,1387.18",,"6579.65,2712.82",,"7052.73,957.63","6486.61,2605.96","7166.01,4386.66","10349.16,2678.20","8667.55,1433.50","7967.02,2924.64","10320.50,3192.73","9686.06,258.27","9906.55,4472.81",,"10386.76,2918.64"
"10511.54,2882.19","10352.42,2400.99","10837.23,1810.38","9598.60,3193.35","10073.59,2133.48",,"10641.20,3482.89","8432.32,4716.80","10448.76,1543.54",,"6574.82,2792.71",,"7083.69,1184.97","6509.52,2728.78","7166.40,4359.61","10417.77,2721.12","8664.55,1602.25",,"10439.39,3229.67","9664.19,465.43","9919.89,4465.72",,
"10530.14,2969.34","10343.99,2478.25","10870.08,1816.51","9702.25,3239.49","10106.81,2173.06","11437.51,3455.66","10697.61,3514.65","8511.54,4690.45","10475.13,1557.59",,"6575.74,2777.36",,"7106.98,1192.29","6514.94,2732.80","7234.17,4392.48","10472.00,2762.56","8725.50,1602.92","8067.95,3025.32","10513.03,3342.76","9710.85,475.50","9988.15,4480.64",,
"10640.04,3020.21","10445.88,2523.23","10902.87,1873.86","9840.51,3322.87","10188.14,2240.30","11504.09,3485.92","10791.80,3573.93","8686.59,4745.36","10552.94,1550.49",,"6566.62,2729.78",,"7118.45,1037.64","6504.37,2723.70","7375.03,4417.16","10598.65,2838.28","8816.75,1574.37","8228.04,3053.26","10703.86,3373.75","9795.05,392.30","10186.01,4460.50",,"11747.37,1706.42"
,"10477.66,2562.08","10926.11,1876.63","9942.72,3345.90","10210.52,2278.97","11524.61,3550.49","10812.90,3558.66","8787.58,4728.58","10569.46,1604.60",,,,"7147.54,1098.30","6529.67,2768.74","7472.66,4436.77",,"8870.47,1614.60","8300.16,3089.83","10769.66,3417.44","9830.52,440.67","10258.57,4477.88",,"11538.79,2302.03"
"10732.17,3147.32","10530.00,2646.00","10901.11,1971.93","9945.10,3497.36","10205.60,2373.58","11521.29,3621.28","10883.87,3525.15","8846.33,4755.69","10546.97,1696.47",,,,"7139.91,1098.06","6522.05,2786.69","7510.86,4470.56","10755.41,2913.85","8895.46,1671.74","8371.53,3132.14","10828.17,3461.86","9858.49,471.32","10284.55,4551.80",,
"10787.23,3212.16","10528.83,2715.26","10901.81,1998.29","10006.11,3542.00","10221.83,2407.05","11552.56,3636.07","10930.10,3548.08","8937.22,4736.53","10542.04,1723.61",,,,"7131.16,1143.12","6504.55,2812.99","7588.68,4519.99","10805.59,2951.94","8908.46,1728.01","8448.27,3169.32","10935.99,3414.92","9870.30,506.21","10341.71,4581.50","10683.78,1311.05",
"10836.56,3270.59","10548.65,2792.78","10869.74,2049.21","10004.17,3652.71","10185.80,2514.28","11522.54,3712.93","10881.20,3641.45","9008.35,4729.74","10502.48,1771.83",,"6478.84,2807.39",,"7096.29,1170.60",,"7650.16,4507.76",,"8903.23,1797.64","8503.62,3234.18",,"9859.99,558.25",,"10655.26,1323.86",
"10860.61,3335.03","10570.63,2850.99","10853.95,2078.18","10053.34,3649.57","10175.98,2554.05","11540.42,3672.03","10875.09,3703.41","9120.51,4716.56","10494.93,1788.90",,,,"7116.60,1170.10","6503.45,2810.59","7744.10,4474.58","10912.46,3020.04","8920.98,1837.51","8591.88,3257.69",,"9881.11,593.03","10405.14,4623.94","10645.68,1344.24",
