10,4,617.00,594.00,40.00,85.00,1,-1,-1,-1
10,13,341.00,495.00,32.00,74.00,1,-1,-1,-1
10,5,1333.00,448.00,38.00,70.00,1,-1,-1,-1
10,12,358.00,732.00,36.00,108.00,1,-1,-1,-1
10,7,897.00,639.00,47.00,87.00,1,-1,-1,-1
10,10,1246.00,430.00,29.00,72.00,1,-1,-1,-1
10,2,541.00,691.00,38.00,95.00,1,-1,-1,-1
10,8,1597.00,621.00,36.00,97.00,1,-1,-1,-1
10,6,373.00,307.00,26.00,60.00,1,-1,-1,-1
10,17,1098.00,309.00,23.00,51.00,1,-1,-1,-1
10,1,1007.00,461.00,26.00,67.00,1,-1,-1,-1
10,11,774.00,369.00,24.00,65.00,1,-1,-1,-1
10,22,953.00,225.00,20.00,51.00,1,-1,-1,-1
10,18,1160.00,707.00,72.00,99.00,1,-1,-1,-1
10,19,778.00,422.00,27.00,70.00,1,-1,-1,-1
10,24,1906.00,380.00,14.00,63.00,1,-1,-1,-1
10,20,1854.00,808.00,37.00,110.00,1,-1,-1,-1
10,21,313.00,223.00,20.00,50.00,1,-1,-1,-1
10,28,1220.00,878.00,15.00,17.00,1,-1,-1,-1
10,29,1905.00,379.00,15.00,63.00,1,-1,-1,-1
10,26,1889.00,232.00,25.00,56.00,1,-1,-1,-1
11,14,230.00,516.00,31.00,81.00,1,-1,-1,-1
11,8,1599.00,623.00,37.00,98.00,1,-1,-1,-1
11,3,1285.00,395.00,36.00,70.00,1,-1,-1,-1
11,4,622.00,595.00,39.00,87.00,1,-1,-1,-1
11,7,901.00,639.00,52.00,89.00,1,-1,-1,-1
11,9,893.00,362.00,27.00,64.00,1,-1,-1,-1
11,5,1337.00,447.00,36.00,70.00,1,-1,-1,-1
11,13,340.00,495.00,37.00,75.00,1,-1,-1,-1
11,12,358.00,735.00,36.00,105.00,1,-1,-1,-1
11,15,1179.00,356.00,31.00,58.00,1,-1,-1,-1
11,1,1009.00,462.00,26.00,66.00,1,-1,-1,-1
11,2,542.00,692.00,36.00,95.00,1,-1,-1,-1
11,16,1324.00,827.00,77.00,92.00,1,-1,-1,-1
11,6,373.00,307.00,26.00,60.00,1,-1,-1,-1
11,10,1247.00,430.00,30.00,72.00,1,-1,-1,-1
11,17,1098.00,309.00,24.00,51.00,1,-1,-1,-1
11,11,774.00,369.00,24.00,66.00,1,-1,-1,-1
11,22,954.00,226.00,19.00,50.00,1,-1,-1,-1
11,19,778.00,422.00,27.00,70.00,1,-1,-1,-1
11,21,314.00,222.00,21.00,51.00,1,-1,-1,-1
11,18,1165.00,708.00,77.00,99.00,1,-1,-1,-1
11,20,1854.00,808.00,38.00,111.00,1,-1,-1,-1
11,28,1225.00,881.00,15.00,17.00,1,-1,-1,-1
11,26,1889.00,232.00,25.00,56.00,1,-1,-1,-1
12,14,230.00,516.00,31.00,81.00,1,-1,-1,-1
12,7,906.00,640.00,65.00,90.00,1,-1,-1,-1
12,9,894.00,363.00,28.00,63.00,1,-1,-1,-1
12,3,1287.00,395.00,36.00,72.00,1,-1,-1,-1
12,16,1318.00,829.00,76.00,95.00,1,-1,-1,-1
12,5,1338.00,446.00,39.00,73.00,1,-1,-1,-1
12,2,543.00,692.00,35.00,97.00,1,-1,-1,-1
12,1,1011.00,461.00,26.00,67.00,1,-1,-1,-1
12,12,356.00,736.00,39.00,105.00,1,-1,-1,-1
12,4,631.00,597.00,33.00,86.00,1,-1,-1,-1
12,15,1185.00,357.00,27.00,57.00,1,-1,-1,-1
12,10,1248.00,432.00,32.00,72.00,1,-1,-1,-1
12,8,1603.00,629.00,41.00,91.00,1,-1,-1,-1
12,17,1098.00,309.00,26.00,52.00,1,-1,-1,-1
12,18,1168.00,710.00,56.00,92.00,1,-1,-1,-1
12,13,340.00,495.00,39.00,76.00,1,-1,-1,-1
12,6,373.00,307.00,26.00,61.00,1,-1,-1,-1
12,11,774.00,369.00,24.00,67.00,1,-1,-1,-1
12,22,955.00,227.00,19.00,49.00,1,-1,-1,-1
12,19,779.00,422.00,27.00,69.00,1,-1,-1,-1
12,20,1854.00,808.00,39.00,111.00,1,-1,-1,-1
12,21,315.00,222.00,20.00,51.00,1,-1,-1,-1
12,28,1230.00,886.00,14.00,17.00,1,-1,-1,-1
12,26,1888.00,233.00,25.00,54.00,1,-1,-1,-1
12,24,1906.00,381.00,14.00,63.00,1,-1,-1,-1
13,14,232.00,517.00,31.00,80.00,1,-1,-1,-1
13,9,895.00,364.00,29.00,62.00,1,-1,-1,-1
