frame,ball_x,ball_y,id_10_team_0_x,id_10_team_0_y,id_11_team_1_x,id_11_team_1_y,id_12_team_1_x,id_12_team_1_y,id_13_team_0_x,id_13_team_0_y,id_14_team_1_x,id_14_team_1_y,id_15_team_1_x,id_15_team_1_y,id_16_team_0_x,id_16_team_0_y,id_17_team_0_x,id_17_team_0_y,id_18_team_1_x,id_18_team_1_y,id_1_team_0_x,id_1_team_0_y,id_20_team_0_x,id_20_team_0_y,id_22_team_1_x,id_22_team_1_y,id_281_team_0_x,id_281_team_0_y,id_2_team_0_x,id_2_team_0_y,id_3_team_1_x,id_3_team_1_y,id_45_team_0_x,id_45_team_0_y,id_4_team_0_x,id_4_team_0_y,id_5_team_0_x,id_5_team_0_y,id_6_team_1_x,id_6_team_1_y,id_7_team_1_x,id_7_team_1_y,id_8_team_1_x,id_8_team_1_y,id_9_team_1_x,id_9_team_1_y
466,2969.3135,4578.7515,7135.716,2550.6191,4296.5693,5143.58,7265.2847,5335.608,7211.412,3927.19,4000.7065,2030.6278,7123.341,839.63635,6195.312,4285.6685,5376.61,5274.0264,7547.728,3517.04,6432.148,5947.063,5449.8057,3530.516,2435.141,4531.9634,10050.503,3488.016,7355.083,4790.63,4809.063,6158.8965,7162.215,2549.1094,6035.0947,4910.9795,7454.54,5676.2915,5465.421,4799.1562,7795.5293,5502.6074,7017.668,5831.6587,5911.4307,1954.4059
467,2988.1318,4564.2856,7129.814,2543.3943,4285.6055,5140.6694,7253.7124,5321.2554,7210.15,3922.5127,3990.146,2032.4017,7118.2856,840.10547,6191.3735,4274.1885,5379.1147,5262.4727,7539.4976,3522.152,6431.0444,5938.137,5449.131,3517.904,2424.8071,4526.9805,10043.204,3484.2668,7348.591,4783.4697,4810.5186,6157.734,7153.85,2543.688,6027.707,4898.6006,7451.8896,5668.432,5459.132,4782.0312,7789.303,5501.5356,7012.0786,5817.7324,5897.8247,1947.3944
468,3008.6458,4550.43,7124.987,2536.5684,4275.422,5137.638,7243.0894,5307.438,7209.7974,3918.1296,3980.8218,2034.3741,7114.209,841.18335,6188.346,4262.9355,5382.165,5251.3687,7531.9834,3527.0837,6430.6255,5929.516,5449.201,3505.5232,2414.8464,4522.1357,10036.232,3480.6616,7342.9243,4776.4478,4812.628,6156.6284,7146.3228,2538.3381,6021.3076,4886.6255,7450.037,5660.8975,5454.0425,4765.2495,7783.7983,5500.2935,7007.0703,5804.3257,5885.1055,1940.6925
469,3030.7961,4537.173,7121.2144,2530.1333,4266.0063,5134.489,7233.4033,5294.151,7210.3374,3914.0354,3972.71,2036.5388,7111.092,842.8475,6186.2153,4251.913,5385.7524,5240.705,7525.1816,3531.8347,6430.876,5921.1987,5450.0024,3493.3743,2405.2551,4517.429,10029.589,3477.202,7338.072,4769.568,4815.375,6155.5767,7139.6265,2533.0657,6015.881,4875.054,7448.966,5653.6826,5450.123,4748.815,7779.0024,5498.8877,7002.6377,5791.436,5873.2646,1934.3009
470,3054.529,4524.503,7118.473,2524.0825,4257.3477,5131.2227,7224.646,5281.3916,7211.745,3910.225,3965.7878,2038.8895,7108.9116,845.0776,6184.9634,4241.1255,5389.8677,5230.4736,7519.09,3536.4043,6431.7847,5913.185,5451.5195,3481.4614,2396.0283,4512.8613,10023.272,3473.8867,7334.0234,4762.8306,4818.7427,6154.579,7133.7495,2527.8767,6011.4136,4863.8857,7448.6577,5646.7847,5447.3423,4732.73,7774.9004,5497.3257,6998.776,5779.059,5862.3003,1928.2179
471,3079.79,4512.411,7116.7383,2518.4102,4249.433,5127.8438,7216.8076,5269.155,7214.005,3906.6929,3960.0308,2041.4209,7107.645,847.8529,6184.575,4230.577,5394.4995,5220.6636,7513.6997,3540.7915,6433.335,5905.473,5453.741,3469.7861,2387.1616,4508.4316,10017.284,3470.7163,7330.7637,4756.239,4822.7173,6153.6357,7128.686,2522.7751,6007.89,4853.1196,7449.095,5640.1997,5445.6733,4716.998,7771.4795,5495.615,6995.476,5767.192,5852.205,1922.4414
472,3106.5244,4500.8857,7115.9893,2513.1091,4242.2515,5124.3555,7209.8765,5257.4375,7217.096,3903.4343,3955.4165,2044.1262,7107.2725,851.1539,6185.0356,4220.27,5399.6416,5211.2695,7509.0063,3544.996,6435.5156,5898.064,5456.652,3458.3494,2378.6497,4504.14,10011.623,3467.69,7328.282,4749.793,4827.2812,6152.743,7124.426,2517.765,6005.2935,4842.7573,7450.2637,5633.9224,5445.0894,4701.6216,7768.7246,5493.7617,6992.735,5755.827,5842.974,1916.9711
473,3134.6821,4489.917,7116.201,2508.1743,4235.7905,5120.7603,7203.84,5246.235,7221.0,3900.4446,3951.9219,2046.999,7107.7695,854.9611,6186.325,4210.2075,5405.282,5202.281,7505.004,3549.018,6438.314,5890.9565,5460.241,3447.1555,2370.489,4499.9883,10006.287,3464.8074,7326.5703,4743.495,4832.422,6151.9014,7120.9624,2512.852,6003.6104,4832.7954,7452.1445,5627.951,5445.559,4686.603,7766.6235,5491.7725,6990.545,5744.961,5834.6006,1911.8048
474,3164.209,4479.4966,7117.3545,2503.5989,4230.0396,5117.0625,7198.6924,5235.542,7225.6963,3897.7185,3949.5261,2050.0342,7109.118,859.25635,6188.4336,4200.392,5411.4136,5193.692,7501.6836,3552.8577,6441.7163,5884.15,5464.4946,3436.2039,2362.6758,4495.976,10001.28,3462.0667,7325.6133,4737.3477,4838.1235,6151.111,7118.282,2508.0398,6002.825,4823.234,7454.7217,5622.281,5447.0586,4671.9443,7765.1636,5489.6533,6988.901,5734.5894,5827.0776,1906.9404
475,3195.0564,4469.6147,7119.425,2499.3767,4224.9863,5113.267,7194.4185,5225.355,7231.168,3895.251,3948.2056,2053.2253,7111.2944,864.0208,6191.342,4190.8257,5418.0264,5185.496,7499.042,3556.5154,6445.711,5877.6396,5469.4014,3425.4976,2355.2056,4492.1035,9996.596,3459.468,7325.4014,4731.3506,4844.3745,6150.369,7116.379,2503.3333,6002.9224,4814.0713,7457.979,5616.9077,5449.562,4657.6484,7764.333,5487.4087,6987.798,5724.708,5820.3994,1902.3772
