frame,id_1_team_0_x,id_1_team_0_y,id_2_team_0_x,id_2_team_0_y,id_4_team_0_x,id_4_team_0_y,id_5_team_0_x,id_5_team_0_y,id_10_team_0_x,id_10_team_0_y,id_13_team_0_x,id_13_team_0_y,id_16_team_0_x,id_16_team_0_y,id_17_team_0_x,id_17_team_0_y,id_20_team_0_x,id_20_team_0_y,id_45_team_0_x,id_45_team_0_y,id_281_team_0_x,id_281_team_0_y,id_3_team_1_x,id_3_team_1_y,id_6_team_1_x,id_6_team_1_y,id_7_team_1_x,id_7_team_1_y,id_8_team_1_x,id_8_team_1_y,id_9_team_1_x,id_9_team_1_y,id_11_team_1_x,id_11_team_1_y,id_12_team_1_x,id_12_team_1_y,id_14_team_1_x,id_14_team_1_y,id_15_team_1_x,id_15_team_1_y,id_18_team_1_x,id_18_team_1_y,id_22_team_1_x,id_22_team_1_y,ball_x,ball_y
466,2873.0676,365.13965,5599.804,1146.1296,3780.3481,5263.6543,4402.3867,3497.2324,5906.9175,3028.344,1504.7615,1126.612,6266.649,37.92068,4397.495,2305.1143,3366.5393,4581.3115,4645.6616,4645.9185,5431.128,4145.2993,4617.135,2450.1716,742.8969,4289.7607,8222.086,3135.6274,5481.2246,3262.8047,4498.815,6700.6943,4988.31,1265.2758,4022.0515,2495.1094,6394.0786,4657.35,4884.7773,1751.487,6507.664,5599.7715,4971.0933,3823.6328,3653.3875,361.22067
467,3065.4705,308.04153,5668.952,1102.207,3760.3186,5234.952,4392.146,3450.2563,5921.673,2997.626,1528.5515,1129.391,6302.269,74.07176,4445.6484,2222.461,3388.5884,4541.149,4654.5825,4652.1235,5452.4824,4107.354,4653.6826,2369.8816,709.122,4266.889,8213.475,3115.5757,5482.166,3219.805,4556.073,6673.4946,4963.692,1224.2059,4018.0364,2449.1052,6383.355,4643.0576,4929.839,1634.8955,6503.0356,5576.6646,4950.9146,3765.5547,3626.818,327.81256
468,3272.1797,255.88141,5748.1963,1062.6593,3746.442,5202.9175,4383.6787,3405.3535,5943.53,2969.0178,1561.0886,1132.15,6347.684,116.83197,4500.334,2143.1326,3412.708,4502.129,4672.582,4655.5566,5478.448,4073.2417,4692.4263,2289.9814,678.6106,4245.169,8209.398,3095.6326,5488.912,3178.8435,4616.055,6646.3896,4945.3228,1181.0852,4018.3223,2408.4006,6375.788,4631.905,4982.126,1520.6792,6503.138,5555.23,4933.412,3709.724,3606.237,296.15256
469,3493.2175,208.22346,5837.274,1027.3999,3738.7278,5167.6562,4376.7466,3362.3682,5972.5195,2942.4067,1601.842,1134.7408,6402.6694,166.0982,4561.4756,2067.0142,3438.5225,4464.1816,4699.3438,4656.248,5508.7754,4042.8806,4733.0215,2210.4382,651.2551,4224.596,8209.733,3075.8525,5501.2544,3139.7715,4678.547,6619.5645,4933.195,1135.7972,4022.6707,2372.7244,6371.4404,4623.693,5041.404,1408.6117,6507.904,5535.463,4918.496,3655.821,3591.4573,266.14307
470,3728.631,164.71622,5935.979,996.31226,3737.1428,5129.2656,4371.2,3321.172,6008.686,2917.6863,1650.3431,1137.041,6466.977,221.76906,4629.029,1993.9674,3465.7478,4427.23,4734.6143,4654.1978,5543.2036,4016.1904,4775.134,2131.2188,626.96643,4205.161,8214.376,3056.297,5519.022,3102.432,4743.3687,6593.1475,4927.336,1088.2642,4030.9084,2341.8137,6370.3916,4618.2114,5107.4326,1298.4714,6517.31,5517.3276,4906.1533,3603.5295,3582.329,237.73505
471,3978.486,125.10422,6044.152,969.2602,3741.6265,5087.8345,4366.9844,3281.6648,6052.1064,2894.7598,1706.1893,1138.9521,6540.3413,283.74472,4702.9883,1923.8492,3494.164,4391.1733,4778.1855,4649.373,5581.482,3993.1187,4818.456,2052.307,605.6881,4186.8506,8223.234,3037.0396,5542.086,3066.6572,4810.3677,6567.2144,4927.8228,1038.4519,4042.9321,2315.42,6372.7617,4615.2437,5179.9834,1190.0511,6531.3794,5500.7764,4896.446,3552.5227,3578.7532,210.93777
472,4242.833,89.23633,6161.672,946.08734,3752.0913,5043.4414,4364.1265,3243.7737,6102.889,2873.5437,1769.0522,1140.3993,6622.4766,351.9136,4783.3784,1856.5159,3523.6443,4355.8813,4829.9126,4641.7114,5623.3545,3973.6296,4862.681,1973.7076,587.3963,4169.67,8236.241,3018.1707,5570.364,3032.267,4879.4023,6541.7886,4934.789,986.36993,4058.7136,2293.315,6378.7144,4614.568,5258.8154,1083.1733,6550.192,5485.7437,4889.5166,3502.4773,3580.69,185.82692
473,4521.69,57.071068,6288.4487,926.62787,3768.4333,4996.149,4362.74,3207.4548,6161.1665,2853.9795,1838.6609,1141.3322,6713.0776,426.14203,4870.2476,1791.831,3554.1465,4321.2075,4889.6997,4631.1045,5668.5654,3957.704,4907.5264,1895.4578,572.11127,4153.632,8253.348,2999.8035,5603.827,2999.0757,4950.349,6516.828,4948.4434,932.0815,4078.3008,2275.2852,6388.4473,4615.956,5343.6836,977.70483,6573.883,5472.157,4885.6133,3453.0642,3588.1687,162.54956
474,4815.0015,28.680962,6424.3945,910.7009,3790.5364,4946.014,4363.0117,3172.6968,6227.1104,2836.0361,1914.8209,1141.7244,6811.8086,506.2576,4963.6646,1729.6763,3585.704,4286.9653,4957.4995,4617.416,5716.843,3945.3704,4952.7085,1817.6359,559.89703,4138.776,8274.513,2982.0815,5642.4976,2966.8792,5023.0786,6492.2334,4969.079,875.7032,4101.8213,2261.1396,6402.217,4619.1743,5434.316,873.5666,6602.6475,5459.9424,4885.0776,3403.9548,3601.2996,141.33864
475,5122.6035,4.257869,6569.395,898.12085,3818.2654,4893.0747,4365.2056,3139.514,6300.91,2819.7148,1997.3835,1141.569,6918.286,592.0306,5063.696,1669.9564,3618.434,4252.9453,5033.312,4600.455,5767.8984,3936.6755,4997.9463,1740.3757,550.8725,4125.159,8299.716,2965.185,5686.4565,2935.457,5097.446,6467.8447,4997.0576,817.41974,4129.4814,2250.702,6420.3296,4623.976,5530.41,770.7549,6636.7393,5449.0264,4888.3706,3354.8176,3620.2878,122.51392
476,5444.173,-15.889178,6723.3013,888.6907,3851.478,4837.3623,4369.661,3107.9548,6382.781,2805.057,2086.2542,1140.8838,7032.069,683.1548,5170.4097,1612.602,3652.5286,4218.9023,5117.1694,4579.9854,5821.413,3931.7024,5042.9497,1663.87,545.2046,4112.871,8328.961,2949.331,5735.835,2904.5754,5173.2827,6443.4365,5032.832,757.4846,4161.565,2243.8079,6443.145,4630.103,5631.619,669.34674,6676.457,5439.335,4896.0757,3305.3218,3645.4346,106.49117
477,5779.1763,-31.34322,6885.872,882.21155,3890.0115,4778.9097,4376.78,3078.0884,6472.936,2792.1414,2181.3801,1139.7046,7152.641,779.2224,5283.842,1557.578,3688.2588,4184.557,5209.1196,4555.7275,5877.0327,3930.5674,5087.4146,1588.3835,543.1096,4102.03,8362.251,2934.7856,5790.82,2873.9722,5250.3887,6418.7144,5076.921,696.2338,4198.439,2240.305,6471.086,4637.2725,5737.5337,569.52295,6722.1406,5430.785,4908.9033,3255.137,3677.1548,93.77628
478,6126.809,-41.58717,7056.753,878.48785,3933.689,4717.742,4387.0312,3050.0042,6571.5796,2781.09,2282.7205,1138.084,7279.4033,879.70734,5403.9897,1504.8893,3725.977,4149.6,5309.2227,4527.352,5934.357,3933.4053,5131.021,1514.26,544.8339,4092.7756,8399.603,2921.86,5851.656,2843.366,5328.507,6393.3237,5129.8896,634.0869,4240.5415,2240.0369,6504.619,4645.1807,5847.681,471.5684,6774.1523,5423.287,4927.69,3203.949,3715.9739,84.96245
479,6485.9614,-46.03146,7235.434,877.32874,3982.3066,4653.8965,4400.938,3023.7976,6678.89,2772.059,2390.2458,1136.091,7411.666,983.95,5530.7866,1454.5792,3766.101,4113.6904,5417.5176,4494.4854,5992.9526,3940.3677,5173.4233,1441.92,550.6434,4085.2651,8441.037,2910.9026,5918.63,2812.4487,5407.3325,6366.847,5192.339,571.5578,4288.385,2242.8425,6544.271,4653.496,5961.5063,375.88638,6832.838,5416.7144,4953.404,3151.4675,3762.5244,80.71711
480,6855.166,-44.050014,7421.221,878.56744,4035.642,4587.424,4419.065,2999.5623,6794.981,2765.2341,2503.9194,1133.7953,7548.629,1091.1416,5664.08,1406.7404,3809.1143,4076.459,5534.0137,4456.717,6052.3467,3951.5996,5214.2603,1371.8665,560.79584,4079.6682,8486.571,2902.2915,5992.0757,2780.89,5486.4927,6338.823,5264.8525,509.24698,4342.543,2248.5454,6590.6265,4661.849,6078.3853,282.98962,6898.5024,5410.886,4987.1157,3097.4407,3817.5437,81.751785
481,7232.5825,-35.020973,7613.2026,882.07416,4093.4426,4518.391,4442.0137,2977.3643,6919.8877,2760.8188,2623.6653,1131.2688,7689.413,1200.3356,5803.617,1361.5092,3855.5618,4037.5183,5658.6523,4413.609,6112.067,3967.2275,5253.1523,1304.675,575.49994,4076.141,8536.206,2896.4158,6072.359,2748.3372,5565.5527,6308.749,5347.948,447.842,4403.65,2256.9397,6644.2915,4669.8335,6197.624,193.50041,6971.36,5405.5425,5029.988,3041.6812,3881.8657,88.794464
482,7615.9707,-18.393585,7810.228,887.78015,4155.4336,4446.894,4470.3857,2957.2332,7053.531,2759.0156,2749.3699,1128.5635,7833.0635,1310.4431,5949.018,1319.0721,3906.02,3996.469,5791.29,4364.718,6171.6504,3987.3184,5289.722,1240.983,594.87805,4074.8103,8589.918,2893.6511,6159.875,2714.416,5644.0146,6276.1025,5442.0264,388.09842,4472.385,2267.7886,6705.908,4676.995,6318.4893,108.129295,7051.498,5400.3057,5083.224,2984.0918,3956.3787,102.54313
