frame_index,ball,id_1_team_0,id_2_team_0,id_3_team_1,id_4_team_0,id_5_team_0,id_6_team_1,id_7_team_1,id_8_team_1,id_9_team_1,id_10_team_0,id_11_team_1,id_12_team_1,id_13_team_0,id_14_team_1,id_15_team_1,id_16_team_0,id_17_team_0,id_18_team_1,id_19_team_0,id_20_team_0,id_21_team_0,id_22_team_1,id_37_team_0,id_45_team_0,id_46_team_1,id_47_team_0,id_48_team_1,id_53_team_1,id_54_team_1,id_57_team_1,id_61_team_0,id_63_team_0,id_66_team_0,id_69_team_1,id_70_team_1,id_71_team_1,id_72_team_0,id_81_team_1,id_84_team_1,id_97_team_1,id_99_team_0,id_101_team_1,id_105_team_0,id_106_team_1,id_108_team_0,id_111_team_1,id_118_team_1,id_121_team_1,id_124_team_1,id_125_team_0,id_126_team_1,id_127_team_1,id_129_team_0,id_130_team_0,id_131_team_0,id_132_team_0,id_135_team_0,id_137_team_0,id_146_team_0,id_147_team_0,id_160_team_0,id_162_team_1,id_163_team_1,id_165_team_0,id_167_team_1,id_172_team_0,id_176_team_0,id_177_team_1,id_183_team_0,id_185_team_1,id_186_team_0,id_187_team_1,id_188_team_0,id_191_team_1,id_197_team_0,id_206_team_1,id_225_team_1,id_226_team_0,id_234_team_1,id_235_team_0,id_247_team_0,id_248_team_1,id_252_team_1,id_253_team_0,id_254_team_0,id_255_team_0,id_256_team_0,id_257_team_0,id_258_team_0,id_264_team_0,id_267_team_1,id_268_team_1,id_269_team_1,id_270_team_0,id_275_team_0,id_276_team_1,id_279_team_0,id_281_team_0,id_284_team_1,id_288_team_0,id_305_team_1,id_306_team_0,id_307_team_1,id_315_team_1,id_316_team_0,id_322_team_1,id_323_team_0,id_326_team_1,id_334_team_1,id_357_team_0,id_363_team_1,id_365_team_0,id_367_team_0,id_368_team_0,id_381_team_0,id_387_team_0,id_392_team_1,id_393_team_0,id_402_team_1,id_404_team_0,id_416_team_1,id_420_team_1,id_421_team_1,id_422_team_0,id_428_team_0,id_432_team_1,id_433_team_0,id_434_team_0,id_436_team_1,id_437_team_0,id_438_team_1,id_443_team_0,id_448_team_0,id_465_team_1,id_468_team_0,id_472_team_0,id_474_team_0,id_477_team_0,id_486_team_0,id_494_team_1,id_495_team_1,id_496_team_1,id_502_team_0,id_503_team_0,id_518_team_0,id_524_team_0,id_528_team_0,id_532_team_1,id_534_team_1,id_535_team_1,id_536_team_0,id_537_team_0,id_539_team_0,id_541_team_1,id_543_team_0,id_544_team_1,id_548_team_1,id_550_team_1,id_552_team_0,id_556_team_0,id_564_team_1,id_575_team_1,id_576_team_1,id_577_team_0,id_578_team_1,id_580_team_0,id_581_team_0,id_582_team_1,id_584_team_0,id_585_team_1,id_590_team_1,id_592_team_0,id_596_team_1,id_597_team_0,id_598_team_1,id_602_team_0,id_604_team_0,id_607_team_0,id_608_team_0,id_613_team_1,id_614_team_0,id_621_team_1,id_622_team_1,id_625_team_0,id_626_team_0,id_635_team_1,id_637_team_1,id_639_team_0,id_641_team_1,id_643_team_1,id_644_team_0,id_647_team_1,id_648_team_1,id_650_team_1,id_652_team_0,id_656_team_1,id_657_team_0,id_658_team_1,id_660_team_0,id_661_team_0,id_662_team_1,id_663_team_0,id_664_team_0,id_667_team_1,id_668_team_1,id_671_team_0,id_676_team_1,id_682_team_0,id_687_team_1,id_692_team_0,id_696_team_0,id_700_team_0,id_701_team_0,id_708_team_1,id_709_team_0,id_720_team_1,id_724_team_0,id_725_team_0,id_728_team_1,id_730_team_0,id_736_team_0,id_739_team_1,id_741_team_0,id_744_team_0,id_746_team_1,id_750_team_0,id_753_team_1,id_755_team_1,id_759_team_1,id_760_team_0,id_763_team_1,id_765_team_0,id_767_team_1,id_775_team_0,id_779_team_1,id_786_team_1,id_789_team_1,id_798_team_1,id_809_team_0,id_814_team_0,id_822_team_0,id_823_team_1,id_825_team_0,id_836_team_0,id_841_team_1,id_843_team_0,id_845_team_1,id_849_team_1,id_851_team_1,id_855_team_0,id_859_team_0,id_868_team_0,id_869_team_1,id_876_team_0,id_883_team_1,id_887_team_0,id_903_team_1,id_931_team_0,id_936_team_1,id_945_team_1,id_964_team_0,id_978_team_1,id_984_team_0,id_999_team_1,id_1011_team_0,id_1027_team_0,id_1028_team_0,id_1060_team_1,id_1063_team_0,id_1073_team_0,id_1074_team_1,id_1077_team_1,id_1081_team_1,id_1083_team_0,id_1086_team_1,id_1088_team_1,id_1089_team_0,id_1090_team_1,id_1093_team_1,id_1094_team_0,id_1095_team_1,id_1098_team_0,id_1099_team_1,id_1100_team_1,id_1101_team_0,id_1102_team_0,id_1103_team_0,id_1104_team_0,id_1106_team_1,id_1111_team_0,id_1116_team_0,id_1121_team_0,id_1128_team_1,id_1133_team_1,id_1135_team_1,id_1138_team_1,id_1143_team_1,id_1157_team_1,id_1174_team_1,id_1191_team_1,id_1197_team_1,id_1198_team_1,id_1207_team_1,id_1212_team_0,id_1216_team_0,id_1220_team_1,id_1230_team_1,id_1232_team_0,id_1234_team_0,id_1238_team_0,id_1243_team_1,id_1249_team_0,id_1250_team_1,id_1252_team_0,id_1263_team_0,id_1266_team_1,id_1268_team_0,id_1295_team_1,id_1296_team_0,id_1306_team_0,id_1307_team_1,id_1309_team_0,id_1310_team_0,id_1315_team_1,id_1320_team_0,id_1337_team_1,id_1339_team_0,id_1340_team_1,id_1341_team_0,id_1343_team_0,id_1344_team_1,id_1346_team_0,id_1347_team_0,id_1348_team_1,id_1349_team_0,id_1350_team_1,id_1366_team_1,id_1367_team_1,id_1368_team_0,id_1369_team_1,id_1370_team_1,id_1371_team_1,id_1372_team_1,id_1373_team_0,id_1376_team_0,id_1378_team_0,id_1379_team_0,id_1381_team_1,id_1383_team_0,id_1386_team_0,id_1389_team_0,id_1390_team_1,id_1392_team_0,id_1396_team_0,id_1398_team_1,id_1402_team_0,id_1412_team_0,id_1420_team_0,id_1425_team_0,id_1445_team_1,id_1446_team_1,id_1448_team_0,id_1452_team_1,id_1458_team_1,id_1462_team_1,id_1479_team_1,id_1480_team_1,id_1485_team_1,id_1489_team_0,id_1490_team_1,id_1494_team_0,id_1495_team_0,id_1496_team_0,id_1499_team_1,id_1502_team_0,id_1503_team_1,id_1504_team_1,id_1505_team_1,id_1506_team_1,id_1507_team_0,id_1511_team_0
10,,"4355.90,5630.96","5755.93,4506.39","3741.29,5702.93","4368.83,4093.96","6347.66,5226.05","3877.35,4228.79","6172.09,6034.45","5532.78,4568.69","2631.50,1147.55","6395.10,2602.67","2183.02,4963.81",,"6653.51,3776.28","1184.18,2392.61","5909.93,2006.51","4193.86,2764.22","5568.62,2487.09","6494.32,3774.37","4430.77,1190.70","2530.90,1512.24","3603.55,2214.33","588.56,2624.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"1049.86,3399.53","4352.00,5631.14","5754.07,4520.84","3743.47,5713.64","4332.50,4121.91","6366.93,5257.95","3840.81,4245.52","6169.38,6072.52","5544.15,4579.58","2651.90,1152.26","6402.95,2579.27","2163.20,5004.89","4190.88,2855.14","6668.67,3805.57","1172.10,2388.90","5933.95,1969.08",,"5568.61,2518.81","6507.17,3784.30","4463.34,1214.45","2547.64,1498.23","3638.42,2221.20","577.92,2639.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"1215.26,3614.32","4366.79,5629.61","5767.73,4514.62","3764.56,5719.54","4313.81,4116.32","6375.94,5276.16","3830.15,4250.05","6178.77,6071.06","5558.75,4556.74","2683.43,1169.46","6401.55,2561.53","2151.43,4995.08","4227.96,2847.26","6674.17,3798.71","1186.71,2389.92","5943.95,1931.51",,"5564.00,2531.61","6517.49,3737.02","4492.89,1248.14","2576.43,1536.02","3671.91,2232.21","595.37,2660.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"1439.74,3849.26","4403.93,5536.61","5745.89,4463.19","3823.78,5667.21","4306.04,4110.15","6345.31,5182.86","3838.88,4227.44","6152.35,5930.59","5565.52,4477.53","2730.58,1282.23","6369.47,2542.27","2239.19,4999.95","4271.09,2900.00","6641.70,3754.83","1268.32,2491.60","5948.36,1974.81",,"5545.21,2572.69","6481.29,3691.44","4532.39,1317.77","2629.36,1665.28","3737.87,2313.41","724.80,2851.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"1580.91,3992.37","4422.39,5536.69","5766.08,4438.78","3844.48,5667.54","4281.79,4115.32","6359.43,5169.18","3818.65,4221.80","6164.08,5936.72","5579.23,4463.08","2765.46,1275.77","6374.38,2537.84","2241.61,4981.79","4305.96,2919.18","6649.12,3749.08","1291.58,2489.07","5963.79,1937.04",,"5541.68,2585.24","6484.50,3667.70","4571.20,1328.07","2661.46,1679.91","3771.95,2322.30","746.95,2849.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"1707.80,4159.20","4437.80,5535.15","5788.12,4422.04","3852.18,5676.16","4264.36,4139.86","6378.31,5191.46","3789.44,4219.67","6173.67,5969.33","5592.01,4449.17","2790.64,1285.44","6388.46,2470.29","2242.68,4987.79",,"6659.15,3749.19","1296.89,2508.17","5975.58,1890.46","4321.11,2925.29","5542.23,2632.43","6481.85,3652.12","4595.14,1350.94","2683.48,1751.52","3808.15,2342.15","780.83,2935.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"1797.02,4273.10","4450.87,5539.18","5792.71,4430.28","3849.42,5684.05","4209.14,4153.99","6390.74,5208.93","3745.16,4188.94","6184.72,5974.35","5606.74,4421.45","2803.40,1298.94","6392.58,2450.90","2231.57,4962.13",,"6668.57,3746.99","1321.30,2521.38","5992.23,1863.14","4340.96,2946.05","5539.53,2642.97","6481.80,3642.14","4640.86,1371.52","2688.88,1766.49","3828.09,2350.37","802.60,2984.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"1856.03,4354.00","4446.32,5543.48","5789.28,4425.20","3837.36,5694.99","4171.39,4160.97","6388.27,5224.14","3704.23,4184.39","6181.96,5977.17","5605.83,4389.78","2828.00,1319.64","6376.56,2465.93","2240.19,4949.07",,"6661.13,3755.63","1330.00,2511.03","5994.09,1843.58","4346.52,2946.47","5515.83,2669.67","6473.66,3640.92","4662.04,1377.99","2706.54,1783.59","3842.14,2366.15","811.31,3022.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"1940.26,4441.65","4461.57,5527.28","5801.28,4413.94","3845.00,5696.08","4164.28,4171.47","6392.74,5220.84","3699.75,4185.39","6176.77,5998.10","5609.73,4364.66","2860.96,1341.37","6356.89,2413.75","2255.65,4938.69",,"6639.27,3743.02","1364.23,2528.67","5990.57,1813.23","4366.35,2970.44","5500.04,2686.12","6451.10,3629.14","4679.81,1398.60","2730.77,1804.49","3865.22,2347.91","830.65,3059.38",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"2001.54,4517.71","4486.60,5521.77","5822.63,4417.80","3836.76,5704.46","4137.20,4183.58","6408.77,5252.80","3648.34,4160.07","6188.29,6009.92","5620.33,4345.25","2876.73,1344.49","6359.81,2393.10","2262.50,4928.98",,"6643.37,3752.18","1392.62,2526.24","6015.69,1814.30","4380.82,2986.00","5491.75,2694.69","6450.97,3638.70","4723.85,1395.24","2745.84,1826.50","3891.47,2363.45","843.46,3093.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,"4500.78,5525.25","5831.48,4425.36","3820.77,5713.17","4120.26,4202.60","6404.23,5279.03","3621.39,4169.58","6187.29,6013.48","5618.91,4363.52","2895.49,1343.52","6356.54,2425.46","2270.78,4922.37",,"6631.25,3761.09","1420.09,2534.51","6032.74,1811.61","4394.50,3005.01","5478.19,2752.15","6445.35,3664.71","4759.46,1437.75","2769.07,1882.73","3922.89,2412.70","858.07,3133.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,"4509.78,5527.06","5834.54,4426.52","3828.69,5754.20","4106.53,4219.02","6410.80,5280.61","3587.60,4148.97","6194.24,6041.17","5620.12,4330.99","2933.09,1373.43","6334.58,2411.02","2300.03,4930.48",,"6628.80,3761.32","1461.36,2546.60","6041.35,1751.77","4411.73,3013.80","5474.13,2803.66","6450.38,3662.85","4818.94,1416.24","2802.29,1950.70","3950.04,2436.60","905.51,3227.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,"4532.65,5523.24","5839.24,4411.53","3810.06,5756.09","4082.98,4250.83","6409.46,5313.40","3539.18,4134.87","6202.54,6044.24","5621.16,4290.81","2937.39,1362.15","6344.53,2402.85","2297.13,4928.36",,"6624.41,3756.32","1470.12,2554.01","6051.45,1743.24","4429.03,3044.81","5468.75,2785.78","6452.61,3666.11","4860.27,1494.57","2798.58,1942.46","3974.03,2456.60","924.51,3313.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,"4555.52,5520.34","5845.48,4400.20","3792.80,5756.46","4062.74,4263.36","6412.12,5334.80","3494.63,4099.60","6225.95,6046.40","5620.91,4280.43","2960.83,1383.80","6351.72,2386.09","2307.52,4931.21",,"6615.72,3757.46","1517.25,2565.56","6063.53,1723.38","4455.30,3064.58","5467.23,2811.72","6452.27,3664.98","4909.69,1503.76","2832.36,2015.01","3988.52,2469.77","957.80,3355.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,"4557.54,5515.35","5842.12,4394.88","3772.96,5760.73","4055.48,4270.81","6413.84,5336.29","3436.58,4107.36","6235.01,6065.35","5613.12,4257.78","2989.43,1400.87","6355.20,2369.42","2304.33,4929.01",,"6599.76,3777.46","1543.19,2567.27","6071.01,1703.06","4481.57,3086.08","5460.99,2845.77","6445.76,3702.09","4942.92,1525.75","2839.74,2030.20","4020.14,2479.95","946.61,3373.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"2348.80,4929.09","4569.67,5516.13","5841.15,4401.37","3769.86,5776.91","4055.55,4294.67","6416.27,5358.83","3383.46,4079.14","6239.02,6090.79","5606.58,4221.33","3007.62,1399.24","6374.61,2385.36","2307.76,4939.26",,"6597.66,3775.99","1564.92,2563.88","6105.56,1701.11","4488.74,3115.44","5458.00,2852.07","6452.16,3726.80","5003.20,1535.59","2855.81,2066.57","4050.58,2508.59","975.16,3430.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,"4583.33,5509.95","5828.97,4372.91","3747.80,5785.71","4040.86,4300.19","6411.25,5384.56","3342.03,4080.59","6238.11,6081.33","5594.94,4217.47","3022.19,1408.43","6371.90,2381.92","2322.16,4935.36",,"6583.49,3783.24","1592.66,2565.01","6109.14,1696.46","4473.73,3151.51","5452.07,2887.22","6451.90,3730.88","5033.49,1578.64","2862.91,2093.21","4071.34,2528.24","959.28,3438.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,"4601.88,5509.68","5832.65,4383.39","3744.04,5822.30","4050.18,4328.19","6416.01,5395.27","3288.38,4070.16","6264.39,6086.63","5592.54,4202.71","3063.80,1435.79","6382.80,2365.22","2346.05,4948.46",,"6589.22,3775.24","1651.27,2582.10","6127.84,1657.31","4513.80,3167.05","5454.07,2950.89","6467.42,3729.52","5102.21,1615.16","2889.74,2137.37","4105.82,2548.75","1019.67,3526.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
