frame_index,ball,id_1_team_0,id_2_team_0,id_3_team_1,id_4_team_0,id_5_team_0,id_6_team_1,id_7_team_1,id_8_team_1,id_9_team_1,id_10_team_0,id_11_team_1,id_12_team_1,id_13_team_0,id_14_team_1,id_15_team_1,id_16_team_0,id_17_team_0,id_18_team_1,id_19_team_0,id_20_team_0,id_21_team_0,id_22_team_1,id_37_team_0,id_45_team_0,id_46_team_1,id_47_team_0,id_48_team_1,id_53_team_1,id_54_team_1,id_57_team_1,id_61_team_0,id_63_team_0,id_66_team_0,id_69_team_1,id_70_team_1,id_71_team_1,id_72_team_0,id_81_team_1,id_84_team_1,id_97_team_1,id_99_team_0,id_101_team_1,id_105_team_0,id_106_team_1,id_108_team_0,id_111_team_1,id_118_team_1,id_121_team_1,id_124_team_1,id_125_team_0,id_126_team_1,id_127_team_1,id_129_team_0,id_130_team_0,id_131_team_0,id_132_team_0,id_135_team_0,id_137_team_0,id_146_team_0,id_147_team_0,id_160_team_0,id_162_team_1,id_163_team_1,id_165_team_0,id_167_team_1,id_172_team_0,id_176_team_0,id_177_team_1,id_183_team_0,id_185_team_1,id_186_team_0,id_187_team_1,id_188_team_0,id_191_team_1,id_197_team_0,id_206_team_1,id_225_team_1,id_226_team_0,id_234_team_1,id_235_team_0,id_247_team_0,id_248_team_1,id_252_team_1,id_253_team_0,id_254_team_0,id_255_team_0,id_256_team_0,id_257_team_0,id_258_team_0,id_264_team_0,id_267_team_1,id_268_team_1,id_269_team_1,id_270_team_0,id_275_team_0,id_276_team_1,id_279_team_0,id_281_team_0,id_284_team_1,id_288_team_0,id_305_team_1,id_306_team_0,id_307_team_1,id_315_team_1,id_316_team_0,id_322_team_1,id_323_team_0,id_326_team_1,id_334_team_1,id_357_team_0,id_363_team_1,id_365_team_0,id_367_team_0,id_368_team_0,id_381_team_0,id_387_team_0,id_392_team_1,id_393_team_0,id_402_team_1,id_404_team_0,id_416_team_1,id_420_team_1,id_421_team_1,id_422_team_0,id_428_team_0,id_432_team_1,id_433_team_0,id_434_team_0,id_436_team_1,id_437_team_0,id_438_team_1,id_443_team_0,id_448_team_0,id_465_team_1,id_468_team_0,id_472_team_0,id_474_team_0,id_477_team_0,id_486_team_0,id_494_team_1,id_495_team_1,id_496_team_1,id_502_team_0,id_503_team_0,id_518_team_0,id_524_team_0,id_528_team_0,id_532_team_1,id_534_team_1,id_535_team_1,id_536_team_0,id_537_team_0,id_539_team_0,id_541_team_1,id_543_team_0,id_544_team_1,id_548_team_1,id_550_team_1,id_552_team_0,id_556_team_0,id_564_team_1,id_575_team_1,id_576_team_1,id_577_team_0,id_578_team_1,id_580_team_0,id_581_team_0,id_582_team_1,id_584_team_0,id_585_team_1,id_590_team_1,id_592_team_0,id_596_team_1,id_597_team_0,id_598_team_1,id_602_team_0,id_604_team_0,id_607_team_0,id_608_team_0,id_613_team_1,id_614_team_0,id_621_team_1,id_622_team_1,id_625_team_0,id_626_team_0,id_635_team_1,id_637_team_1,id_639_team_0,id_641_team_1,id_643_team_1,id_644_team_0,id_647_team_1,id_648_team_1,id_650_team_1,id_652_team_0,id_656_team_1,id_657_team_0,id_658_team_1,id_660_team_0,id_661_team_0,id_662_team_1,id_663_team_0,id_664_team_0,id_667_team_1,id_668_team_1,id_671_team_0,id_676_team_1,id_682_team_0,id_687_team_1,id_692_team_0,id_696_team_0,id_700_team_0,id_701_team_0,id_708_team_1,id_709_team_0,id_720_team_1,id_724_team_0,id_725_team_0,id_728_team_1,id_730_team_0,id_736_team_0,id_739_team_1,id_741_team_0,id_744_team_0,id_746_team_1,id_750_team_0,id_753_team_1,id_755_team_1,id_759_team_1,id_760_team_0,id_763_team_1,id_765_team_0,id_767_team_1,id_775_team_0,id_779_team_1,id_786_team_1,id_789_team_1,id_798_team_1,id_809_team_0,id_814_team_0,id_822_team_0,id_823_team_1,id_825_team_0,id_836_team_0,id_841_team_1,id_843_team_0,id_845_team_1,id_849_team_1,id_851_team_1,id_855_team_0,id_859_team_0,id_868_team_0,id_869_team_1,id_876_team_0,id_883_team_1,id_887_team_0,id_903_team_1,id_931_team_0,id_936_team_1,id_945_team_1,id_964_team_0,id_978_team_1,id_984_team_0,id_999_team_1,id_1011_team_0,id_1027_team_0,id_1028_team_0,id_1060_team_1,id_1063_team_0,id_1073_team_0,id_1074_team_1,id_1077_team_1,id_1081_team_1,id_1083_team_0,id_1086_team_1,id_1088_team_1,id_1089_team_0,id_1090_team_1,id_1093_team_1,id_1094_team_0,id_1095_team_1,id_1098_team_0,id_1099_team_1,id_1100_team_1,id_1101_team_0,id_1102_team_0,id_1103_team_0,id_1104_team_0,id_1106_team_1,id_1111_team_0,id_1116_team_0,id_1121_team_0,id_1128_team_1,id_1133_team_1,id_1135_team_1,id_1138_team_1,id_1143_team_1,id_1157_team_1,id_1174_team_1,id_1191_team_1,id_1197_team_1,id_1198_team_1,id_1207_team_1,id_1212_team_0,id_1216_team_0,id_1220_team_1,id_1230_team_1,id_1232_team_0,id_1234_team_0,id_1238_team_0,id_1243_team_1,id_1249_team_0,id_1250_team_1,id_1252_team_0,id_1263_team_0,id_1266_team_1,id_1268_team_0,id_1295_team_1,id_1296_team_0,id_1306_team_0,id_1307_team_1,id_1309_team_0,id_1310_team_0,id_1315_team_1,id_1320_team_0,id_1337_team_1,id_1339_team_0,id_1340_team_1,id_1341_team_0,id_1343_team_0,id_1344_team_1,id_1346_team_0,id_1347_team_0,id_1348_team_1,id_1349_team_0,id_1350_team_1,id_1366_team_1,id_1367_team_1,id_1368_team_0,id_1369_team_1,id_1370_team_1,id_1371_team_1,id_1372_team_1,id_1373_team_0,id_1376_team_0,id_1378_team_0,id_1379_team_0,id_1381_team_1,id_1383_team_0,id_1386_team_0,id_1389_team_0,id_1390_team_1,id_1392_team_0,id_1396_team_0,id_1398_team_1,id_1402_team_0,id_1412_team_0,id_1420_team_0,id_1425_team_0,id_1445_team_1,id_1446_team_1,id_1448_team_0,id_1452_team_1,id_1458_team_1,id_1462_team_1,id_1479_team_1,id_1480_team_1,id_1485_team_1,id_1489_team_0,id_1490_team_1,id_1494_team_0,id_1495_team_0,id_1496_team_0,id_1499_team_1,id_1502_team_0,id_1503_team_1,id_1504_team_1,id_1505_team_1,id_1506_team_1,id_1507_team_0,id_1511_team_0
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7968.73,4715.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7569.45,2932.79",,,,,"9123.47,4321.84",,,,,,,,,"10692.67,3555.50","8440.36,4660.02",,,,,"8608.25,6399.09","9546.67,4882.30",,,,,,,,,,,"10209.77,5510.74","9987.40,5325.27",,"9054.63,3100.05","10851.20,4420.87",,"10165.18,2512.38",,,"9481.03,6293.06",,,,,,,,,,"10495.19,6165.45",,,"10545.97,5220.60","11528.75,3629.10",,,,,,,,"9210.23,2900.94","10837.19,6076.19",,,"9976.83,4492.94","10487.70,3517.86","10330.35,5681.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,"10934.76,6091.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8006.46,4725.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7600.64,2949.35",,,,,"9151.41,4338.17",,,,,,,,,"10716.59,3557.74","8486.84,4681.30",,,,,"8648.59,6414.27","9568.88,4896.34",,,,,,,,,,,"10201.55,5523.09","10012.74,5330.57",,"9072.30,3100.34","10894.28,4440.71",,"10193.31,2527.07",,,"9531.23,6310.76",,,,,,,,,,"10504.81,6143.26",,,"10569.30,5224.91","11540.43,3628.11",,,,,,,,"9244.49,2904.30","10864.46,6080.24",,,"9990.14,4505.11","10510.58,3519.86","10367.74,5673.38","7937.38,7272.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,"10917.10,6067.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8031.09,4731.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7593.91,2974.21",,,,,"9137.87,4363.25",,,,,,,,,"10691.06,3549.25","8522.92,4689.40",,,,,"8655.05,6443.54","9578.26,4904.12",,,,,,,,,,,"10175.71,5500.54","10006.20,5305.68",,"9064.54,3085.47","10882.92,4444.94",,"10178.38,2521.13",,,"9551.45,6298.23",,,,,,,,,,"10459.32,6119.12",,,"10544.79,5221.07","11482.58,3610.74",,,,,,,,"9251.71,2905.59","10838.32,6068.94",,,"9974.38,4498.13","10483.42,3524.17","10390.11,5630.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,"11325.19,3759.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8033.27,4743.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7600.40,2974.04",,,,,"9140.37,4376.42",,,,,,,,,"10676.30,3560.49","8512.83,4716.16",,,,,"8652.70,6474.16","9591.73,4912.06",,,,,,,,,,,"10175.06,5490.56","10012.09,5279.04",,"9057.46,3083.38","10867.81,4477.98",,"10164.35,2548.13",,,"9555.48,6314.71",,,,,,,,,,"10441.92,6116.13",,,"10529.82,5214.08","11660.50,3308.02",,,,,,,,"9261.71,2907.52","10835.27,6069.61",,,"9966.54,4499.65","10472.17,3523.04","10400.04,5640.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8057.75,4752.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7631.69,3018.34",,,,,"9160.48,4404.92",,,,,,,,,"10693.52,3568.06","8559.99,4723.32",,,,,"8686.23,6485.69","9618.64,4914.92",,,,,,,,,,,"10192.45,5493.61","10027.62,5280.59",,"9062.73,3099.10","10888.19,4510.06",,"10183.71,2569.69",,,"9606.82,6337.17",,,,,,,,,,"10450.42,6090.78",,,"10543.09,5205.75","11450.41,3609.37",,,,"10713.59,3124.32",,,,"9277.91,2940.05","10868.25,6072.24",,,"9987.31,4499.13","10487.07,3529.83","10419.25,5661.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8087.23,4766.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7664.25,2996.51",,,,,"9171.61,4412.28",,,,,,,,,"10688.15,3560.12","8589.96,4744.97",,,,,"8702.44,6499.20","9632.50,4903.43",,,,,,,,,,,"10198.28,5479.59","10046.43,5244.17",,"9067.02,3093.70","10896.51,4504.61",,"10188.23,2564.44",,,"9632.54,6338.51",,,,,,,,,,"10399.15,6082.98",,,"10540.87,5169.99","11394.31,3602.52",,,,"10705.67,3144.44",,,,"9298.26,2938.41","10843.71,6063.74",,,"9990.88,4493.42","10483.64,3522.39","10462.63,5616.13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,"11260.53,3708.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8091.77,4777.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7674.25,3001.49",,,,,"9176.72,4416.02",,,,,,,,,"10686.56,3565.28","8606.80,4751.05",,,,,"8706.24,6514.02","9666.63,4905.88",,,,,,,,,,,"10205.30,5476.16","10085.07,5213.72",,"9073.75,3086.64","10911.82,4512.83",,"10196.87,2573.82",,,"9645.48,6345.10",,,,,,,,,,"10388.59,6068.93",,,"10542.67,5155.51","11388.90,3594.23",,,,,,,,"9321.01,2948.93","10852.07,6054.58",,"9843.43,7179.02","10002.21,4489.33","10490.35,3516.46","10480.62,5616.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8098.17,4783.51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7676.27,3025.89",,,,,"9177.92,4432.52",,,,,,,,,"10689.34,3561.19","8630.92,4762.98",,,,,"8728.28,6521.23","9663.20,4940.45",,,,,,,,,,,"10202.62,5485.28","10099.00,5209.25",,"9064.12,3100.29","10918.61,4525.19",,"10185.23,2605.65",,,"9680.79,6357.31",,,,,,,,,,"10365.70,6080.30",,,"10537.37,5155.33","11359.69,3596.99",,,,,,,,"9321.56,2952.32","10853.25,6051.31",,"9799.24,7204.88","10005.99,4498.67","10489.62,3523.92","10495.31,5622.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8115.69,4782.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7704.02,3031.09",,,,,"9187.88,4444.58",,,,,,,,,"10687.94,3556.59","8667.01,4773.57",,,,,"8748.21,6552.92","9669.36,4947.66",,,,,,,,,,,"10209.36,5472.19","10114.89,5190.06",,"9070.74,3093.32","10944.06,4512.92",,"10187.04,2607.65",,,"9693.65,6380.93",,,,,,,,,,"10346.89,6060.13",,,"10538.41,5120.43","11330.07,3568.97",,,,"10638.41,3304.90",,,,"9335.81,2946.12","10862.99,6021.30",,"9780.65,7189.02","10016.05,4487.01",,"10512.02,5602.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,"11168.46,3694.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8136.02,4805.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7723.24,3035.03",,,,,"9200.56,4450.48",,,,,,,,,"10694.66,3550.37","8680.51,4787.31",,,,,"8755.73,6569.51","9680.85,4963.00",,,,,,,,,,,"10207.92,5467.24","10142.84,5183.70",,"9070.83,3094.96","10948.72,4531.03",,"10191.02,2626.45",,,"9703.34,6403.10",,,,,,,,,,"10309.74,6067.39",,,"10513.33,5118.69","11313.89,3557.83",,,,"10617.45,3345.21",,,,"9339.38,2962.42","10858.69,6016.70",,"9751.23,7173.99","10012.24,4490.23",,"10539.12,5597.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8124.94,4827.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7726.15,3050.79",,,,,"9204.99,4471.58",,,,,,,,,"10698.83,3563.46","8712.47,4797.02",,,,,"8773.74,6595.48","9710.86,4966.20",,,,,,,,,,,"10222.25,5463.12","10168.55,5197.25",,"9068.45,3101.31","10955.31,4558.64",,"10208.36,2640.85",,,"9736.14,6427.87",,,,,,,,,,"10284.11,6095.69",,,"10508.28,5133.55","11300.06,3568.13",,,,"10643.78,3349.83",,,,"9347.06,2985.53","10866.72,6033.16",,"9708.38,7204.75","10008.97,4501.78","10496.96,3512.64","10560.20,5621.78",,"10728.66,7006.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8148.25,4813.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7753.81,3049.83",,,,,"9224.19,4467.75",,,,,,,,,"10703.00,3549.25","8752.99,4796.67",,,,,"8812.07,6576.28","9731.22,4970.01",,,,,,,,,,,"10228.58,5443.27","10188.02,5173.32",,"9077.31,3098.19","10944.16,4560.70",,"10211.37,2654.61",,,"9764.92,6413.73",,,,,,,,,,"10269.78,6073.35",,,"10512.41,5068.63","11258.64,3543.65",,,,"10647.54,3348.97",,,,"9360.72,2984.36","10852.20,6004.67",,"9689.51,7168.78","10009.37,4484.02","10488.58,3520.90","10561.29,5608.21",,"10717.44,6970.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8147.95,4837.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7747.19,3083.16",,,,,"9239.44,4480.48",,,,,,,,,"10692.27,3557.94","8762.75,4807.24",,,,,"8823.25,6591.39","9730.71,4977.99",,,,,,,,,,,"10223.64,5441.25","10217.47,5162.47",,"9073.11,3095.77","10947.83,4570.99",,"10206.81,2667.09",,,"9770.53,6434.51",,,,,,,,,,"10243.53,6080.34",,,"10549.57,4982.97","11244.48,3524.82",,,,,,,,"9364.89,2997.50","10845.86,6010.26",,,"9995.92,4489.50","10486.19,3518.69","10601.60,5585.40",,"10721.54,6972.31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,"11143.06,3711.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8133.67,4868.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7735.96,3091.91",,,,,"9225.10,4506.23",,,,,,,,,"10686.42,3569.75","8784.18,4813.95",,,,,"8833.33,6611.82","9748.37,4983.48",,,,,,,,,,,"10215.54,5440.40","10227.33,5174.91",,"9059.36,3105.26","10961.28,4574.55",,"10203.19,2682.49",,,"9804.86,6455.05",,,,,,,,,,"10221.22,6091.40",,,"10521.27,4985.44","11194.49,3566.60",,,,"10605.70,3364.28",,,,"9363.50,3010.83","10860.92,6008.97",,"9617.40,7197.23","9981.79,4496.15",,"10611.13,5606.03",,"10729.20,6980.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8145.94,4887.45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7743.35,3106.12",,,,,"9240.47,4510.17",,,,,,,,,"10698.88,3559.69","8826.57,4824.67",,,,,"8864.79,6619.24","9763.78,5004.80",,,,,,,,,,,"10223.70,5424.10","10244.03,5169.33",,"9067.11,3107.08","10974.48,4577.81",,"10206.08,2711.64",,,"9803.59,6504.56",,,,,,,,,,"10207.63,6090.97",,,"10507.16,4980.97","11190.58,3538.39",,,,"10618.58,3340.11",,,,"9381.49,3014.97","10866.62,6014.96",,"9583.36,7202.26","9986.42,4486.99",,"10639.02,5594.93",,"10723.38,6971.03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8152.74,4898.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7747.40,3107.06",,,,,"9263.76,4516.50",,,,,,,,,"10705.62,3561.22","8838.20,4845.67",,,,,"8882.10,6647.08","9769.64,5024.60",,,,,,,,,,,"10233.49,5410.25","10286.76,5145.05",,"9078.92,3096.91","10975.14,4588.71",,"10217.82,2714.30",,,"9818.60,6515.86",,,,,,,,,,"10196.99,6095.79",,,"10509.59,4972.22","11150.74,3554.98",,,,"10624.14,3354.84",,,,"9391.97,3017.40","10878.69,6026.37",,"9567.55,7189.58","9990.13,4488.03",,"10642.62,5596.26",,"10725.87,6972.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8155.74,4902.01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7751.93,3097.09",,,,,"9272.06,4544.76",,,,,,,,,"10711.29,3572.88","8885.16,4837.35",,,,,"8901.35,6659.39","9786.48,5054.91",,,,,,,,,,,"10245.94,5397.13","10314.46,5161.91",,"9083.67,3115.71","10996.34,4595.38",,"10228.22,2738.69",,,"9854.95,6524.93",,,,,,,,,,"10162.45,6128.62",,,"10447.81,5050.87","11132.56,3575.26",,,,"10607.82,3373.78",,,,"9412.31,3014.38","10892.68,6032.34",,"9513.37,7194.65","9994.68,4498.03",,"10676.77,5607.13",,"10729.45,6974.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
